,Drug,Target_ID,Y
40498,mol_270147,P15735,11.400000202
40499,mol_270147,P16591,11.900000875
40500,mol_270147,P17612,11.200000128
40501,mol_270147,P22607,11.800000504000002
40502,mol_270147,P23443,11.300000237
40503,mol_270147,P24941,11.200000128
40504,mol_270147,P27448,11.300000237
40505,mol_270147,P28482,11.200000128
40506,mol_270147,P29317,11.599999679000002
40507,mol_270147,P29597,11.800000504000002
40508,mol_270147,P30530,11.800000504000002
40509,mol_270147,P31749,11.200000128
40510,mol_270147,P31751,11.200000128
40511,mol_270147,P35968,11.200000128
40512,mol_270147,P41743,11.400000202
40513,mol_270147,P42679,11.800000504000002
40514,mol_270147,P42685,11.699999383
40515,mol_270147,P43405,11.900000875
40516,mol_270147,P45983,11.599999679000002
40517,mol_270147,P45984,11.500000186
40518,mol_270147,P48730,11.200000128
40519,mol_270147,P49137,11.200000128
40520,mol_270147,P49840,11.200000128
40521,mol_270147,P49841,11.300000237
40522,mol_270147,P51617,11.200000128
40523,mol_270147,P51812,11.200000128
40524,mol_270147,P51957,11.300000237
40525,mol_270147,P52333,11.900000875
40526,mol_270147,P53778,11.300000237
40527,mol_270147,P68400,13.1
40528,mol_270147,P78368,11.200000128
40529,mol_270147,Q00535,11.1
40530,mol_270147,Q05655,11.200000128
40531,mol_270147,Q06418,11.800000504000002
40532,mol_270147,Q13131,11.900000875
40533,mol_270147,Q13153,11.1
40534,mol_270147,Q13188,11.699999383
40535,mol_270147,Q13555,11.300000237
40536,mol_270147,Q13627,11.699999383
40537,mol_270147,Q13976,11.800000504000002
40538,mol_270147,Q14012,11.400000202
40539,mol_270147,Q14289,11.900000875
40540,mol_270147,Q14680,11.900000875
40541,mol_270147,Q15303,11.500000186
40542,mol_270147,Q16288,11.999998417
40543,mol_270147,Q16620,11.400000202
40544,mol_270147,Q16644,11.1
40545,mol_270147,Q5VT25,11.1
40546,mol_270147,Q7KZI7,11.200000128
40547,mol_270147,Q7L7X3,11.1
40548,mol_270147,Q86V86,11.200000128
40549,mol_270147,Q8N4C8,11.200000128
40550,mol_270147,Q8NE63,11.200000128
40551,mol_270147,Q96PF2,11.900000875
40552,mol_270147,Q96SB4,11.200000128
40553,mol_270147,Q9BXA7,11.900000875
40554,mol_270147,Q9H2G2,11.1
40555,mol_270147,Q9H3Y6,11.900000875
40556,mol_270147,Q9HAZ1,11.599999679000002
40557,mol_270147,Q9HBH9,11.1
40558,mol_270147,Q9HBY8,11.1
40559,mol_270147,Q9NR20,11.200000128
40560,mol_270147,Q9NWZ3,11.1
40561,mol_270147,Q9NYL2,11.200000128
40562,mol_270147,Q9P1W9,11.900000875
40563,mol_270147,Q9UM73,11.999998417
40564,mol_270147,Q9Y243,11.1
40565,mol_270147,Q9Y6M4,11.300000237
43152,mol_220874,O00311,13.200015437
43153,mol_220874,O00444,12.599996932
43154,mol_220874,O14757,11.200000128
43155,mol_220874,O14920,11.1
43156,mol_220874,O15075,11.1
43157,mol_220874,O15264,11.200000128
43158,mol_220874,O43293,12.399997603
43159,mol_220874,O60674,11.900000875
43160,mol_220874,O75116,14.497940009
43161,mol_220874,O75582,13.500754158
43162,mol_220874,O94806,11.699999383
43163,mol_220874,O95819,11.1
43164,mol_220874,O96013,11.400000202
43165,mol_220874,O96017,11.900000875
43166,mol_220874,P00519,12.299998172
43167,mol_220874,P04626,11.900000875
43168,mol_220874,P04629,11.699999383
43169,mol_220874,P06239,11.699999383
43170,mol_220874,P06241,12.199999035
43171,mol_220874,P06493,11.200000128
43172,mol_220874,P07948,11.900000875
43173,mol_220874,P07949,11.999998417
43174,mol_220874,P08581,11.599999679000002
43175,mol_220874,P08922,11.800000504000002
43176,mol_220874,P10721,11.999998417
43177,mol_220874,P11309,12.599996932
43178,mol_220874,P11362,11.400000202
43179,mol_220874,P16591,11.900000875
43180,mol_220874,P22607,11.800000504000002
43181,mol_220874,P23443,14.600312917
43182,mol_220874,P27448,11.900000875
43183,mol_220874,P28482,11.200000128
43184,mol_220874,P29317,11.599999679000002
43185,mol_220874,P29597,11.800000504000002
43186,mol_220874,P31749,12.316349563
43187,mol_220874,P31751,12.185007391
43188,mol_220874,P35916,11.599999679000002
43189,mol_220874,P36888,11.900000875
43190,mol_220874,P42679,11.800000504000002
43191,mol_220874,P42685,11.699999383
43192,mol_220874,P43405,11.900000875
43193,mol_220874,P45983,11.599999679000002
43194,mol_220874,P45984,11.500000186
43195,mol_220874,P48729,11.300000237
43196,mol_220874,P49137,11.200000128
43197,mol_220874,P49760,11.200000128
43198,mol_220874,P49840,12.931183909
43199,mol_220874,P49841,13.299970641
43200,mol_220874,P51451,11.900000875
43201,mol_220874,P51617,11.200000128
43202,mol_220874,P51812,13.500007822
43203,mol_220874,P51955,11.1
43204,mol_220874,P51957,11.300000237
43205,mol_220874,P52333,11.900000875
43206,mol_220874,P53350,11.23914764
43207,mol_220874,P53778,11.300000237
43208,mol_220874,P78368,11.200000128
43209,mol_220874,Q05655,14.400162274
43210,mol_220874,Q06418,11.800000504000002
43211,mol_220874,Q08881,11.900000875
43212,mol_220874,Q12851,11.300000237
43213,mol_220874,Q13131,11.900000875
43214,mol_220874,Q13153,11.1
43215,mol_220874,Q13188,11.200000128
43216,mol_220874,Q13464,14.870303755999998
43217,mol_220874,Q13554,11.200000128
43218,mol_220874,Q13555,11.300000237
43219,mol_220874,Q13557,11.300000237
43220,mol_220874,Q13627,11.300000237
43221,mol_220874,Q14012,11.400000202
43222,mol_220874,Q15303,11.500000186
43223,mol_220874,Q15418,12.979426069
43224,mol_220874,Q16288,11.999998417
43225,mol_220874,Q5VT25,12.899998135
43226,mol_220874,Q7L7X3,11.1
43227,mol_220874,Q86V86,11.900000875
43228,mol_220874,Q8IW41,11.900000875
43229,mol_220874,Q8NE63,11.400000202
43230,mol_220874,Q96GD4,12.199999035
43231,mol_220874,Q96KB5,11.1
43232,mol_220874,Q96PF2,11.900000875
43233,mol_220874,Q96SB4,11.200000128
43234,mol_220874,Q9H2G2,11.900000875
43235,mol_220874,Q9H2X6,12.199999035
43236,mol_220874,Q9H4B4,11.200000128
43237,mol_220874,Q9HAZ1,12.299998172
43238,mol_220874,Q9HBH9,12.299998172
43239,mol_220874,Q9HBY8,12.799991797
43240,mol_220874,Q9HCP0,11.300000237
43241,mol_220874,Q9NR20,11.200000128
43242,mol_220874,Q9UM73,11.999998417
43243,mol_220874,Q9Y243,12.009881094
43244,mol_220874,Q9Y6M4,11.300000237
43245,mol_22744,O00311,14.441477877
43246,mol_22744,O00418,11.500000186
43247,mol_22744,O00444,12.199999035
43248,mol_22744,O14757,11.268929859000002
43249,mol_22744,O14920,11.1
43250,mol_22744,O14965,11.561329795
43251,mol_22744,O15075,11.1
43252,mol_22744,O15264,13.200015437
43253,mol_22744,O15530,11.500000186
43254,mol_22744,O43293,13.299970641
43255,mol_22744,O43781,13.399988938
43256,mol_22744,O60674,11.800000504000002
43257,mol_22744,O75582,11.961743698
43258,mol_22744,O75676,11.621433504
43259,mol_22744,O94806,12.199999035
43260,mol_22744,O95819,11.599999679000002
43261,mol_22744,O96017,12.182458956
43262,mol_22744,P00533,11.800000504000002
43263,mol_22744,P04626,11.900000875
43264,mol_22744,P06213,11.303734096
43265,mol_22744,P06241,11.400000202
43266,mol_22744,P06493,12.826415714
43267,mol_22744,P07332,11.800000504000002
43268,mol_22744,P07948,11.900000875
43269,mol_22744,P07949,11.441299925
43270,mol_22744,P08069,11.800000504000002
43271,mol_22744,P08922,11.900000875
43272,mol_22744,P09619,11.800000504000002
43273,mol_22744,P10721,11.629298919000002
43274,mol_22744,P11309,11.300000237
43275,mol_22744,P11362,11.343922179000002
43276,mol_22744,P12931,11.800000504000002
43277,mol_22744,P15735,11.400000202
43278,mol_22744,P16591,11.900000875
43279,mol_22744,P17612,11.498558602
43280,mol_22744,P17948,11.900000875
43281,mol_22744,P24941,12.808874782
43282,mol_22744,P27448,11.400000202
43283,mol_22744,P29376,11.800000504000002
43284,mol_22744,P30530,11.800000504000002
43285,mol_22744,P31749,11.303734096
43286,mol_22744,P34947,11.599999679000002
43287,mol_22744,P35916,11.268929859000002
43288,mol_22744,P35968,11.389741106
43289,mol_22744,P36507,11.500000186
43290,mol_22744,P36888,11.599999679000002
43291,mol_22744,P42679,11.800000504000002
43292,mol_22744,P42685,11.800000504000002
43293,mol_22744,P48729,13.600038134000002
43294,mol_22744,P48730,13.399988938
43295,mol_22744,P49137,12.691628047
43296,mol_22744,P49336,14.1
43297,mol_22744,P50750,13.873872452
43298,mol_22744,P51451,11.900000875
43299,mol_22744,P51617,13.200015437
43300,mol_22744,P51817,12.299998172
43301,mol_22744,P51955,11.300000237
43302,mol_22744,P52333,11.699999383
43303,mol_22744,P53350,12.147382521
43304,mol_22744,P53667,11.599999679000002
43305,mol_22744,P53778,13.600038134000002
43306,mol_22744,Q02750,11.599999679000002
43307,mol_22744,Q04771,12.1
43308,mol_22744,Q04912,11.699999383
43309,mol_22744,Q05513,11.800000504000002
43310,mol_22744,Q05655,12.299998172
43311,mol_22744,Q06187,11.599999679000002
43312,mol_22744,Q06418,11.699999383
43313,mol_22744,Q07912,11.500000186
43314,mol_22744,Q08881,11.900000875
43315,mol_22744,Q13153,11.1
43316,mol_22744,Q13188,11.500000186
43317,mol_22744,Q13237,13.200015437
43318,mol_22744,Q13554,11.400000202
43319,mol_22744,Q13882,11.699999383
43320,mol_22744,Q13976,13.8000571
43321,mol_22744,Q14164,11.599999679000002
43322,mol_22744,Q14289,11.900000875
43323,mol_22744,Q14680,11.900000875
43324,mol_22744,Q15759,11.1
43325,mol_22744,Q16288,11.800000504000002
43326,mol_22744,Q16513,14.400162274
43327,mol_22744,Q16539,11.500000186
43328,mol_22744,Q16620,11.500000186
43329,mol_22744,Q5VT25,11.400000202
43330,mol_22744,Q7KZI7,11.599999679000002
43331,mol_22744,Q86V86,11.900000875
43332,mol_22744,Q8IU85,11.699999383
43333,mol_22744,Q8IW41,12.461727836
43334,mol_22744,Q8N4C8,12.399997603
43335,mol_22744,Q8TDC3,12.1
43336,mol_22744,Q96GD4,11.303734096
43337,mol_22744,Q96KB5,12.399997603
43338,mol_22744,Q96SB4,11.200000128
43339,mol_22744,Q9BUB5,11.673488739000002
43340,mol_22744,Q9BXA7,11.900000875
43341,mol_22744,Q9BZL6,12.299998172
43342,mol_22744,Q9H2X6,12.799991797
43343,mol_22744,Q9H3Y6,11.900000875
43344,mol_22744,Q9HBY8,11.400000202
43345,mol_22744,Q9HC98,11.1
43346,mol_22744,Q9HCP0,12.699997654
43347,mol_22744,Q9NR20,12.799991797
43348,mol_22744,Q9NWZ3,11.200000128
43349,mol_22744,Q9P1W9,12.199999035
43350,mol_22744,Q9UEE5,13.299970641
43351,mol_22744,Q9UHD2,11.599999679000002
43352,mol_22744,Q9UM73,11.343922179000002
43353,mol_22744,Q9Y243,11.1
43354,mol_22744,Q9Y463,14.1
43355,mol_22744,Q9Y4K4,11.800000504000002
43356,mol_22744,Q9Y6M4,12.899998135
44696,mol_116115,O00311,13.1
44697,mol_116115,O00444,12.499996913
44698,mol_116115,O14757,11.500000186
44699,mol_116115,O14920,11.599999679000002
44700,mol_116115,O14965,11.999998417
44701,mol_116115,O15264,11.200000128
44702,mol_116115,O60674,11.900000875
44703,mol_116115,O96013,11.400000202
44704,mol_116115,O96017,12.299998172
44705,mol_116115,P00519,12.899998135
44706,mol_116115,P00533,11.800000504000002
44707,mol_116115,P04626,11.900000875
44708,mol_116115,P05129,11.200000128
44709,mol_116115,P06493,12.497940009
44710,mol_116115,P07333,11.800000504000002
44711,mol_116115,P07948,13.000008766
44712,mol_116115,P10721,11.999998417
44713,mol_116115,P11309,11.699999383
44714,mol_116115,P11362,11.400000202
44715,mol_116115,P12931,11.66427143
44716,mol_116115,P17612,11.200000128
44717,mol_116115,P17948,12.499996913
44718,mol_116115,P22607,11.800000504000002
44719,mol_116115,P24941,12.740788176
44720,mol_116115,P28482,11.272833105999998
44721,mol_116115,P31749,11.200000128
44722,mol_116115,P35916,12.499996913
44723,mol_116115,P36888,11.900000875
44724,mol_116115,P45984,11.500000186
44725,mol_116115,P48730,11.200000128
44726,mol_116115,P49137,11.200000128
44727,mol_116115,P49759,11.1
44728,mol_116115,P49840,14.009885562
44729,mol_116115,P51812,11.200000128
44730,mol_116115,P51955,11.1
44731,mol_116115,P53350,10.779134999000002
44732,mol_116115,P53778,11.300000237
44733,mol_116115,Q05655,11.200000128
44734,mol_116115,Q08881,11.900000875
44735,mol_116115,Q13153,11.1
44736,mol_116115,Q13464,11.800000504000002
44737,mol_116115,Q13627,11.400000202
44738,mol_116115,Q15303,11.500000186
44739,mol_116115,Q16620,11.400000202
44740,mol_116115,Q5VT25,11.400000202
44741,mol_116115,Q96GD4,11.300000237
44742,mol_116115,Q9H4B4,11.200000128
44743,mol_116115,Q9HBY8,11.1
44744,mol_116115,Q9NWZ3,11.1
44745,mol_116115,Q9P1W9,11.900000875
44746,mol_116115,Q9Y243,11.1
44747,mol_277362,O00311,11.999998417
44748,mol_277362,O00418,11.500000186
44749,mol_277362,O00444,12.1
44750,mol_277362,O14757,11.200000128
44751,mol_277362,O14920,11.599999679000002
44752,mol_277362,O14965,11.900000875
44753,mol_277362,O15075,11.1
44754,mol_277362,O15264,11.200000128
44755,mol_277362,O60674,11.900000875
44756,mol_277362,O75116,11.599999679000002
44757,mol_277362,O75582,11.800000504000002
44758,mol_277362,P00533,12.799991797
44759,mol_277362,P04626,12.299998172
44760,mol_277362,P06239,13.156022976
44761,mol_277362,P06241,13.600038134000002
44762,mol_277362,P06493,11.200000128
44763,mol_277362,P07333,12.299998172
44764,mol_277362,P08581,11.599999679000002
44765,mol_277362,P08922,11.800000504000002
44766,mol_277362,P10721,12.399997603
44767,mol_277362,P11362,12.599996932
44768,mol_277362,P12931,13.227692577
44769,mol_277362,P15735,11.400000202
44770,mol_277362,P16591,11.900000875
44771,mol_277362,P17948,12.899998135
44772,mol_277362,P22607,11.999998417
44773,mol_277362,P24941,11.200000128
44774,mol_277362,P27448,11.400000202
44775,mol_277362,P28482,11.200000128
44776,mol_277362,P29317,13.000008766
44777,mol_277362,P29597,11.800000504000002
44778,mol_277362,P31749,11.200000128
44779,mol_277362,P31751,11.200000128
44780,mol_277362,P35916,12.299998172
44781,mol_277362,P41240,12.293820026
44782,mol_277362,P42679,11.800000504000002
44783,mol_277362,P43405,11.900000875
44784,mol_277362,P45983,11.599999679000002
44785,mol_277362,P45984,11.699999383
44786,mol_277362,P48729,11.599999679000002
44787,mol_277362,P49137,11.200000128
44788,mol_277362,P49760,11.500000186
44789,mol_277362,P49840,11.200000128
44790,mol_277362,P49841,11.300000237
44791,mol_277362,P51617,11.200000128
44792,mol_277362,P51812,12.899998135
44793,mol_277362,P51817,11.900000875
44794,mol_277362,P51955,11.1
44795,mol_277362,P51957,11.300000237
44796,mol_277362,P52333,11.900000875
44797,mol_277362,P53350,11.200000128
44798,mol_277362,P53667,12.499996913
44799,mol_277362,P53778,11.300000237
44800,mol_277362,P68400,11.300000237
44801,mol_277362,P78368,11.200000128
44802,mol_277362,Q00535,11.1
44803,mol_277362,Q02763,11.25490196
44804,mol_277362,Q05397,11.900000875
44805,mol_277362,Q05655,11.200000128
44806,mol_277362,Q06187,13.299970641
44807,mol_277362,Q06418,11.800000504000002
44808,mol_277362,Q08881,11.900000875
44809,mol_277362,Q12851,11.300000237
44810,mol_277362,Q13153,11.1
44811,mol_277362,Q13188,11.500000186
44812,mol_277362,Q13464,11.400000202
44813,mol_277362,Q13554,11.200000128
44814,mol_277362,Q13555,11.300000237
44815,mol_277362,Q13627,11.300000237
44816,mol_277362,Q13882,14.200179498
44817,mol_277362,Q13976,11.800000504000002
44818,mol_277362,Q14012,11.800000504000002
44819,mol_277362,Q14289,11.900000875
44820,mol_277362,Q14680,11.900000875
44821,mol_277362,Q15303,12.799991797
44822,mol_277362,Q16288,12.599996932
44823,mol_277362,Q16539,11.876420984
44824,mol_277362,Q16620,12.599996932
44825,mol_277362,Q5VT25,11.300000237
44826,mol_277362,Q86V86,11.200000128
44827,mol_277362,Q8IW41,11.900000875
44828,mol_277362,Q8TDC3,11.1
44829,mol_277362,Q96GD4,11.999998417
44830,mol_277362,Q96PF2,11.900000875
44831,mol_277362,Q9BZL6,11.500000186
44832,mol_277362,Q9H2G2,11.900000875
44833,mol_277362,Q9H2X6,11.599999679000002
44834,mol_277362,Q9H3Y6,12.399997603
44835,mol_277362,Q9HAZ1,12.299998172
44836,mol_277362,Q9HBY8,11.1
44837,mol_277362,Q9HCP0,11.300000237
44838,mol_277362,Q9NR20,11.200000128
44839,mol_277362,Q9NWZ3,11.1
44840,mol_277362,Q9NYL2,11.400000202
44841,mol_277362,Q9P1W9,11.900000875
44842,mol_277362,Q9UEE5,11.500000186
44843,mol_277362,Q9UM73,11.999998417
44844,mol_277362,Q9Y243,11.200000128
44845,mol_277362,Q9Y4K4,11.200000128
45125,mol_19876,O00311,11.999998417
45126,mol_19876,O00418,11.500000186
45127,mol_19876,O14757,11.200000128
45128,mol_19876,O14920,11.561329795
45129,mol_19876,O14965,11.500000186
45130,mol_19876,O15111,11.500000186
45131,mol_19876,O43293,11.999998417
45132,mol_19876,O43781,11.300000237
45133,mol_19876,O60674,11.900000875
45134,mol_19876,O75116,11.200000128
45135,mol_19876,O75582,11.800000504000002
45136,mol_19876,O95819,13.699980365
45137,mol_19876,O96013,11.400000202
45138,mol_19876,P00519,12.299998172
45139,mol_19876,P00533,12.799991797
45140,mol_19876,P04626,12.1
45141,mol_19876,P05129,11.200000128
45142,mol_19876,P06213,11.400000202
45143,mol_19876,P07332,11.800000504000002
45144,mol_19876,P07333,11.699999383
45145,mol_19876,P07948,11.999998417
45146,mol_19876,P07949,11.999998417
45147,mol_19876,P08069,11.999998417
45148,mol_19876,P08581,11.599999679000002
45149,mol_19876,P08922,11.800000504000002
45150,mol_19876,P10721,11.999998417
45151,mol_19876,P11309,11.1
45152,mol_19876,P11362,11.400000202
45153,mol_19876,P12931,11.800000504000002
45154,mol_19876,P15735,11.400000202
45155,mol_19876,P17612,11.200000128
45156,mol_19876,P17948,12.499996913
45157,mol_19876,P22607,11.800000504000002
45158,mol_19876,P24941,11.200000128
45159,mol_19876,P27448,11.268929859000002
45160,mol_19876,P28482,11.200000128
45161,mol_19876,P29317,11.400000202
45162,mol_19876,P29597,11.800000504000002
45163,mol_19876,P30530,11.800000504000002
45164,mol_19876,P31749,11.200000128
45165,mol_19876,P31751,11.200000128
45166,mol_19876,P35916,12.399997603
45167,mol_19876,P35968,12.199999035
45168,mol_19876,P36888,11.699999383
45169,mol_19876,P42679,11.800000504000002
45170,mol_19876,P42685,12.499996913
45171,mol_19876,P45983,12.120641576
45172,mol_19876,P45984,13.1
45173,mol_19876,P48729,13.1
45174,mol_19876,P49137,11.200000128
45175,mol_19876,P49840,11.200000128
45176,mol_19876,P49841,11.300000237
45177,mol_19876,P51812,11.200000128
45178,mol_19876,P51817,11.900000875
45179,mol_19876,P51957,11.300000237
45180,mol_19876,P52333,11.900000875
45181,mol_19876,P68400,11.300000237
45182,mol_19876,Q00535,11.1
45183,mol_19876,Q05397,11.900000875
45184,mol_19876,Q05513,11.200000128
45185,mol_19876,Q05655,11.200000128
45186,mol_19876,Q06418,11.800000504000002
45187,mol_19876,Q08881,11.900000875
45188,mol_19876,Q13153,11.1
45189,mol_19876,Q13188,11.200000128
45190,mol_19876,Q13237,11.900000875
45191,mol_19876,Q13464,11.1
45192,mol_19876,Q13554,11.200000128
45193,mol_19876,Q13555,11.300000237
45194,mol_19876,Q13627,11.300000237
45195,mol_19876,Q13976,11.800000504000002
45196,mol_19876,Q14289,11.900000875
45197,mol_19876,Q14680,11.900000875
45198,mol_19876,Q15303,12.799991797
45199,mol_19876,Q15759,12.798970004
45200,mol_19876,Q16288,11.999998417
45201,mol_19876,Q16539,14.248741651
45202,mol_19876,Q16620,11.400000202
45203,mol_19876,Q7KZI7,11.200000128
45204,mol_19876,Q7L7X3,11.1
45205,mol_19876,Q86V86,11.200000128
45206,mol_19876,Q8N4C8,13.1
45207,mol_19876,Q8TDC3,11.1
45208,mol_19876,Q96KB5,11.1
45209,mol_19876,Q9BXA7,11.900000875
45210,mol_19876,Q9H2G2,11.300000237
45211,mol_19876,Q9H3Y6,11.900000875
45212,mol_19876,Q9H4B4,11.200000128
45213,mol_19876,Q9HAZ1,11.1
45214,mol_19876,Q9HBY8,11.1
45215,mol_19876,Q9HCP0,12.499996913
45216,mol_19876,Q9NR20,11.200000128
45217,mol_19876,Q9NWZ3,11.1
45218,mol_19876,Q9NYL2,12.199999035
45219,mol_19876,Q9UM73,11.999998417
45220,mol_19876,Q9Y243,11.1
45221,mol_19876,Q9Y4K4,11.900000875
45222,mol_19876,Q9Y6M4,11.400000202
46603,mol_11943,O00311,12.599996932
46604,mol_11943,O14757,12.1
46605,mol_11943,O14965,13.500007822
46606,mol_11943,O15075,11.300000237
46607,mol_11943,O15264,11.200000128
46608,mol_11943,O15530,11.800000504000002
46609,mol_11943,O43293,13.1
46610,mol_11943,O43781,12.199999035
46611,mol_11943,O94806,12.599996932
46612,mol_11943,O95819,11.500000186
46613,mol_11943,O96013,11.599999679000002
46614,mol_11943,O96017,12.599996932
46615,mol_11943,P00533,13.600038134000002
46616,mol_11943,P04626,13.299970641
46617,mol_11943,P04629,11.900000875
46618,mol_11943,P05129,11.200000128
46619,mol_11943,P06213,14.099479575
46620,mol_11943,P06239,11.999998417
46621,mol_11943,P06241,11.599999679000002
46622,mol_11943,P07332,13.000008766
46623,mol_11943,P07949,12.499996913
46624,mol_11943,P08581,12.799991797
46625,mol_11943,P08631,11.900000875
46626,mol_11943,P08922,14.400162274
46627,mol_11943,P10721,11.599999679000002
46628,mol_11943,P11309,11.500000186
46629,mol_11943,P11362,12.299998172
46630,mol_11943,P12931,11.800000504000002
46631,mol_11943,P15735,12.599996932
46632,mol_11943,P16234,11.999998417
46633,mol_11943,P16591,14.1
46634,mol_11943,P22607,12.399997603
46635,mol_11943,P23443,11.500000186
46636,mol_11943,P24941,11.800000504000002
46637,mol_11943,P29376,14.200179498
46638,mol_11943,P29597,11.800000504000002
46639,mol_11943,P31749,11.200000128
46640,mol_11943,P31751,11.200000128
46641,mol_11943,P34947,11.500000186
46642,mol_11943,P36507,11.599999679000002
46643,mol_11943,P36888,12.199999035
46644,mol_11943,P41743,11.400000202
46645,mol_11943,P42679,11.800000504000002
46646,mol_11943,P42685,13.8000571
46647,mol_11943,P43405,11.999998417
46648,mol_11943,P45983,14.200179498
46649,mol_11943,P45984,13.600038134000002
46650,mol_11943,P48729,11.599999679000002
46651,mol_11943,P48730,11.300000237
46652,mol_11943,P49336,11.500000186
46653,mol_11943,P49760,12.399997603
46654,mol_11943,P49840,11.300000237
46655,mol_11943,P50613,12.499996913
46656,mol_11943,P50750,11.900000875
46657,mol_11943,P51451,11.900000875
46658,mol_11943,P51617,12.399997603
46659,mol_11943,P51812,12.399997603
46660,mol_11943,P51817,11.699999383
46661,mol_11943,P51957,12.599996932
46662,mol_11943,P52333,11.699999383
46663,mol_11943,P53667,11.999998417
46664,mol_11943,P53778,11.300000237
46665,mol_11943,P68400,13.1
46666,mol_11943,Q00535,11.599999679000002
46667,mol_11943,Q02750,11.599999679000002
46668,mol_11943,Q02779,12.599996932
46669,mol_11943,Q04759,11.699999383
46670,mol_11943,Q04912,12.199999035
46671,mol_11943,Q05397,14.901342913
46672,mol_11943,Q05513,11.200000128
46673,mol_11943,Q05655,11.200000128
46674,mol_11943,Q06418,11.699999383
46675,mol_11943,Q08881,12.699997654
46676,mol_11943,Q12851,11.400000202
46677,mol_11943,Q13153,11.1
46678,mol_11943,Q13237,11.900000875
46679,mol_11943,Q13464,11.500000186
46680,mol_11943,Q13554,11.300000237
46681,mol_11943,Q13557,12.599996932
46682,mol_11943,Q13627,12.499996913
46683,mol_11943,Q13882,13.399988938
46684,mol_11943,Q13976,11.999998417
46685,mol_11943,Q14012,11.900000875
46686,mol_11943,Q14164,11.800000504000002
46687,mol_11943,Q14680,12.599996932
46688,mol_11943,Q15303,13.200015437
46689,mol_11943,Q16288,11.699999383
46690,mol_11943,Q16513,11.200000128
46691,mol_11943,Q16539,11.999998417
46692,mol_11943,Q16620,11.599999679000002
46693,mol_11943,Q16644,11.1
46694,mol_11943,Q5VT25,11.1
46695,mol_11943,Q86V86,11.999998417
46696,mol_11943,Q8IU85,11.800000504000002
46697,mol_11943,Q8IW41,11.900000875
46698,mol_11943,Q8N4C8,11.400000202
46699,mol_11943,Q8NE63,13.1
46700,mol_11943,Q8TDC3,12.199999035
46701,mol_11943,Q96L34,12.499996913
46702,mol_11943,Q96PF2,11.900000875
46703,mol_11943,Q96SB4,12.1
46704,mol_11943,Q9BXA7,11.900000875
46705,mol_11943,Q9H0K1,12.299998172
46706,mol_11943,Q9H2G2,11.900000875
46707,mol_11943,Q9H3Y6,12.199999035
46708,mol_11943,Q9HAZ1,13.899970733
46709,mol_11943,Q9NR20,12.399997603
46710,mol_11943,Q9P1W9,11.900000875
46711,mol_11943,Q9UEE5,11.500000186
46712,mol_11943,Q9UHD2,11.999998417
46713,mol_11943,Q9UM73,13.976149852
46714,mol_11943,Q9UQM7,11.500000186
46715,mol_11943,Q9Y243,11.1
46716,mol_11943,Q9Y463,12.199999035
46717,mol_11943,Q9Y4K4,11.400000202
47049,mol_301690,O00311,11.999998417
47050,mol_301690,O00444,13.399988938
47051,mol_301690,O14757,11.400000202
47052,mol_301690,O15075,11.1
47053,mol_301690,O43293,11.500000186
47054,mol_301690,O43781,11.999998417
47055,mol_301690,O75116,12.299998172
47056,mol_301690,O95819,11.599999679000002
47057,mol_301690,O96013,11.400000202
47058,mol_301690,O96017,13.000008766
47059,mol_301690,P00519,11.900000875
47060,mol_301690,P00533,11.800000504000002
47061,mol_301690,P04626,11.900000875
47062,mol_301690,P04629,13.8000571
47063,mol_301690,P05129,11.200000128
47064,mol_301690,P06213,11.400000202
47065,mol_301690,P06239,11.500000186
47066,mol_301690,P06241,11.599999679000002
47067,mol_301690,P07332,11.800000504000002
47068,mol_301690,P07949,11.999998417
47069,mol_301690,P08069,11.800000504000002
47070,mol_301690,P09619,12.699997654
47071,mol_301690,P15735,11.400000202
47072,mol_301690,P17948,11.699999383
47073,mol_301690,P22607,11.800000504000002
47074,mol_301690,P27448,11.400000202
47075,mol_301690,P29317,12.499996913
47076,mol_301690,P29376,11.699999383
47077,mol_301690,P29597,11.800000504000002
47078,mol_301690,P31751,11.200000128
47079,mol_301690,P35968,12.799991797
47080,mol_301690,P36888,12.299998172
47081,mol_301690,P41743,11.400000202
47082,mol_301690,P42679,11.800000504000002
47083,mol_301690,P43405,11.800000504000002
47084,mol_301690,P45983,11.500000186
47085,mol_301690,P48729,11.400000202
47086,mol_301690,P48730,11.200000128
47087,mol_301690,P49137,11.200000128
47088,mol_301690,P49336,14.901342913
47089,mol_301690,P49760,11.599999679000002
47090,mol_301690,P49840,11.500000186
47091,mol_301690,P49841,11.500000186
47092,mol_301690,P50613,11.500000186
47093,mol_301690,P51617,12.199999035
47094,mol_301690,P51812,11.699999383
47095,mol_301690,P51817,11.699999383
47096,mol_301690,P51955,11.699999383
47097,mol_301690,P51957,12.699997654
47098,mol_301690,P52333,11.500000186
47099,mol_301690,P53350,11.200000128
47100,mol_301690,P53667,11.599999679000002
47101,mol_301690,P53778,11.300000237
47102,mol_301690,P68400,11.300000237
47103,mol_301690,P78368,11.300000237
47104,mol_301690,Q00535,11.300000237
47105,mol_301690,Q02750,11.599999679000002
47106,mol_301690,Q04759,11.699999383
47107,mol_301690,Q04771,11.500000186
47108,mol_301690,Q04912,11.500000186
