[I 2023-12-26 14:01:21,840] Using an existing study with name 'GCNConv' instead of creating a new one.
/home/kuangr/inoue019/.conda/envs/py39/lib/python3.9/site-packages/torch_geometric/deprecation.py:22: UserWarning: 'data.DataLoader' is deprecated, use 'loader.DataLoader' instead
  warnings.warn(out)
[I 2023-12-26 14:24:09,610] Trial 3 finished with values: [38920.280712013475, 42322.36319986979] and parameters: {'batch_size': 150, 'drug_hidden': 64, 'protein_hidden': 64, 'dropout': 0.1, 'is_attention': False, 'lr': 0.01, 'epochs': 100}. 
[I 2023-12-27 06:35:26,018] Trial 109 finished with values: [39301.74503125, 41906.110243055555] and parameters: {'batch_size': 100, 'drug_hidden': 64, 'protein_hidden': 32, 'dropout': 0.1, 'is_attention': False, 'lr': 0.0001, 'epochs': 100}. 
[I 2023-12-27 06:42:43,881] Trial 110 finished with values: [45039.070140625, 48698.387098524305] and parameters: {'batch_size': 100, 'drug_hidden': 64, 'protein_hidden': 16, 'dropout': 0.3, 'is_attention': True, 'lr': 0.01, 'epochs': 10}. 
[I 2023-12-27 06:59:33,817] Trial 111 finished with values: [39748.47594335937, 43583.34507042253] and parameters: {'batch_size': 50, 'drug_hidden': 64, 'protein_hidden': 16, 'dropout': 0.1, 'is_attention': False, 'lr': 0.01, 'epochs': 100}. 
[I 2023-12-27 07:08:26,274] Trial 112 finished with values: [40273.511309412424, 43509.19091796875] and parameters: {'batch_size': 150, 'drug_hidden': 64, 'protein_hidden': 16, 'dropout': 0.1, 'is_attention': True, 'lr': 0.0001, 'epochs': 50}. 
[I 2023-12-27 07:26:02,469] Trial 113 finished with values: [39672.38952734375, 42719.06811179577] and parameters: {'batch_size': 50, 'drug_hidden': 64, 'protein_hidden': 32, 'dropout': 0.2, 'is_attention': True, 'lr': 0.01, 'epochs': 100}. 
[I 2023-12-27 07:41:53,074] Trial 114 finished with values: [40603.2481328125, 44291.26193576389] and parameters: {'batch_size': 100, 'drug_hidden': 16, 'protein_hidden': 32, 'dropout': 0.1, 'is_attention': False, 'lr': 0.001, 'epochs': 100}. 
[I 2023-12-27 07:49:24,415] Trial 115 finished with values: [40271.54502713323, 43698.59513346354] and parameters: {'batch_size': 150, 'drug_hidden': 64, 'protein_hidden': 16, 'dropout': 0.1, 'is_attention': False, 'lr': 0.01, 'epochs': 50}. 
[I 2023-12-27 07:56:58,421] Trial 116 finished with values: [40006.57026571856, 43312.514892578125] and parameters: {'batch_size': 150, 'drug_hidden': 32, 'protein_hidden': 16, 'dropout': 0.2, 'is_attention': True, 'lr': 0.01, 'epochs': 50}. 
[I 2023-12-27 08:14:03,414] Trial 117 finished with values: [39258.22321875, 42287.33957248264] and parameters: {'batch_size': 100, 'drug_hidden': 32, 'protein_hidden': 64, 'dropout': 0.3, 'is_attention': True, 'lr': 0.001, 'epochs': 100}. 
[I 2023-12-27 08:22:12,483] Trial 118 finished with values: [39855.54973046875, 42955.367567274305] and parameters: {'batch_size': 100, 'drug_hidden': 32, 'protein_hidden': 32, 'dropout': 0.1, 'is_attention': True, 'lr': 0.001, 'epochs': 50}. 
[I 2023-12-27 08:38:53,663] Trial 119 finished with values: [38890.36628695734, 42271.447265625] and parameters: {'batch_size': 150, 'drug_hidden': 64, 'protein_hidden': 64, 'dropout': 0.3, 'is_attention': True, 'lr': 0.01, 'epochs': 100}. 
[I 2023-12-27 08:55:34,049] Trial 120 finished with values: [38683.068909056885, 42382.095052083336] and parameters: {'batch_size': 150, 'drug_hidden': 32, 'protein_hidden': 64, 'dropout': 0.1, 'is_attention': False, 'lr': 0.001, 'epochs': 100}. 
[I 2023-12-27 09:12:30,537] Trial 121 finished with values: [39463.63553125, 43419.147309639084] and parameters: {'batch_size': 50, 'drug_hidden': 32, 'protein_hidden': 16, 'dropout': 0.3, 'is_attention': False, 'lr': 0.01, 'epochs': 100}. 
[I 2023-12-27 09:21:37,149] Trial 122 finished with values: [40229.3714140625, 43369.15140845071] and parameters: {'batch_size': 50, 'drug_hidden': 64, 'protein_hidden': 16, 'dropout': 0.1, 'is_attention': True, 'lr': 0.01, 'epochs': 50}. 
[I 2023-12-27 09:41:57,734] Trial 123 finished with values: [38855.9385058009, 41665.63614908854] and parameters: {'batch_size': 150, 'drug_hidden': 64, 'protein_hidden': 16, 'dropout': 0.2, 'is_attention': False, 'lr': 0.01, 'epochs': 100}. 
[I 2023-12-27 09:50:53,980] Trial 124 finished with values: [39690.983015625, 42910.568522135414] and parameters: {'batch_size': 100, 'drug_hidden': 32, 'protein_hidden': 16, 'dropout': 0.1, 'is_attention': False, 'lr': 0.01, 'epochs': 50}. 
[I 2023-12-27 10:06:21,928] Trial 125 finished with values: [38836.2861035741, 42485.548014322914] and parameters: {'batch_size': 150, 'drug_hidden': 16, 'protein_hidden': 32, 'dropout': 0.1, 'is_attention': False, 'lr': 0.01, 'epochs': 100}. 
[I 2023-12-27 10:23:07,700] Trial 126 finished with values: [40361.88367795659, 45680.53605143229] and parameters: {'batch_size': 150, 'drug_hidden': 16, 'protein_hidden': 64, 'dropout': 0.3, 'is_attention': False, 'lr': 0.001, 'epochs': 100}. 
[I 2023-12-27 10:40:23,433] Trial 127 finished with values: [39976.0701796875, 43434.251139322914] and parameters: {'batch_size': 100, 'drug_hidden': 16, 'protein_hidden': 64, 'dropout': 0.1, 'is_attention': True, 'lr': 0.0001, 'epochs': 100}. 
[I 2023-12-27 10:49:11,039] Trial 128 finished with values: [39819.3031015625, 42711.382432725695] and parameters: {'batch_size': 100, 'drug_hidden': 64, 'protein_hidden': 64, 'dropout': 0.3, 'is_attention': True, 'lr': 0.01, 'epochs': 50}. 
[I 2023-12-27 11:05:58,674] Trial 129 finished with values: [39333.499602357784, 42810.081217447914] and parameters: {'batch_size': 150, 'drug_hidden': 32, 'protein_hidden': 64, 'dropout': 0.1, 'is_attention': True, 'lr': 0.001, 'epochs': 100}. 
[I 2023-12-27 11:13:54,018] Trial 130 finished with values: [40263.4189745509, 43774.532552083336] and parameters: {'batch_size': 150, 'drug_hidden': 16, 'protein_hidden': 32, 'dropout': 0.3, 'is_attention': True, 'lr': 0.01, 'epochs': 50}. 
[I 2023-12-27 11:31:01,774] Trial 131 finished with values: [41052.5475546875, 44152.311360677086] and parameters: {'batch_size': 100, 'drug_hidden': 16, 'protein_hidden': 64, 'dropout': 0.1, 'is_attention': False, 'lr': 0.001, 'epochs': 100}. 
[I 2023-12-27 11:46:32,254] Trial 132 finished with values: [38289.34007765719, 42913.206868489586] and parameters: {'batch_size': 150, 'drug_hidden': 64, 'protein_hidden': 32, 'dropout': 0.2, 'is_attention': True, 'lr': 0.01, 'epochs': 100}. 
[I 2023-12-27 12:02:01,273] Trial 133 finished with values: [39247.2840919723, 42600.96785481771] and parameters: {'batch_size': 150, 'drug_hidden': 32, 'protein_hidden': 32, 'dropout': 0.1, 'is_attention': False, 'lr': 0.0001, 'epochs': 100}. 
[I 2023-12-27 12:10:22,642] Trial 134 finished with values: [39859.51435020584, 42996.306803385414] and parameters: {'batch_size': 150, 'drug_hidden': 32, 'protein_hidden': 16, 'dropout': 0.1, 'is_attention': True, 'lr': 0.0001, 'epochs': 50}. 
[I 2023-12-27 12:23:45,024] Trial 135 finished with values: [40385.7960390625, 43758.29931640625] and parameters: {'batch_size': 100, 'drug_hidden': 32, 'protein_hidden': 32, 'dropout': 0.2, 'is_attention': True, 'lr': 0.0001, 'epochs': 50}. 
[I 2023-12-27 12:41:33,158] Trial 136 finished with values: [38465.29709721183, 42372.32316080729] and parameters: {'batch_size': 150, 'drug_hidden': 64, 'protein_hidden': 64, 'dropout': 0.1, 'is_attention': True, 'lr': 0.001, 'epochs': 100}. 
[I 2023-12-27 12:56:28,081] Trial 137 finished with values: [38083.465370041165, 42512.594401041664] and parameters: {'batch_size': 150, 'drug_hidden': 32, 'protein_hidden': 16, 'dropout': 0.1, 'is_attention': False, 'lr': 0.0001, 'epochs': 100}. 
[I 2023-12-27 13:05:06,254] Trial 138 finished with values: [40058.83944335938, 43342.84273217429] and parameters: {'batch_size': 50, 'drug_hidden': 64, 'protein_hidden': 16, 'dropout': 0.2, 'is_attention': False, 'lr': 0.01, 'epochs': 50}. 
[I 2023-12-27 13:13:40,574] Trial 139 finished with values: [40532.840370041165, 43840.35896809896] and parameters: {'batch_size': 150, 'drug_hidden': 16, 'protein_hidden': 64, 'dropout': 0.1, 'is_attention': False, 'lr': 0.0001, 'epochs': 50}. 
[I 2023-12-27 13:21:37,935] Trial 140 finished with values: [40328.6553026759, 43610.805419921875] and parameters: {'batch_size': 150, 'drug_hidden': 32, 'protein_hidden': 32, 'dropout': 0.1, 'is_attention': False, 'lr': 0.001, 'epochs': 50}. 
[I 2023-12-27 13:30:16,541] Trial 141 finished with values: [40320.03231835937, 43814.05818111796] and parameters: {'batch_size': 50, 'drug_hidden': 16, 'protein_hidden': 16, 'dropout': 0.3, 'is_attention': False, 'lr': 0.0001, 'epochs': 50}. 
[I 2023-12-27 13:32:09,500] Trial 142 finished with values: [45253.7050078125, 48947.075792100695] and parameters: {'batch_size': 100, 'drug_hidden': 64, 'protein_hidden': 16, 'dropout': 0.1, 'is_attention': False, 'lr': 0.0001, 'epochs': 10}. 
[I 2023-12-27 13:50:48,035] Trial 143 finished with values: [38662.15913085938, 41334.82694212148] and parameters: {'batch_size': 50, 'drug_hidden': 64, 'protein_hidden': 64, 'dropout': 0.1, 'is_attention': False, 'lr': 0.0001, 'epochs': 100}. 
[I 2023-12-27 14:07:34,160] Trial 144 finished with values: [38346.62518712575, 43398.448079427086] and parameters: {'batch_size': 150, 'drug_hidden': 64, 'protein_hidden': 64, 'dropout': 0.1, 'is_attention': False, 'lr': 0.01, 'epochs': 100}. 
[I 2023-12-27 14:23:11,703] Trial 145 finished with values: [39592.385046313626, 42730.790201822914] and parameters: {'batch_size': 150, 'drug_hidden': 16, 'protein_hidden': 32, 'dropout': 0.2, 'is_attention': True, 'lr': 0.01, 'epochs': 100}. 
[I 2023-12-27 14:38:38,934] Trial 146 finished with values: [38361.345995508986, 43260.38810221354] and parameters: {'batch_size': 150, 'drug_hidden': 64, 'protein_hidden': 32, 'dropout': 0.2, 'is_attention': False, 'lr': 0.01, 'epochs': 100}. 
[I 2023-12-27 14:46:16,504] Trial 147 finished with values: [40084.37423980165, 43388.80379231771] and parameters: {'batch_size': 150, 'drug_hidden': 64, 'protein_hidden': 16, 'dropout': 0.2, 'is_attention': False, 'lr': 0.01, 'epochs': 50}. 
[I 2023-12-27 15:01:55,700] Trial 148 finished with values: [39041.76174214072, 41921.94376627604] and parameters: {'batch_size': 150, 'drug_hidden': 32, 'protein_hidden': 16, 'dropout': 0.3, 'is_attention': True, 'lr': 0.01, 'epochs': 100}. 
[I 2023-12-27 15:15:59,298] Trial 149 finished with values: [39590.02433804266, 43154.472900390625] and parameters: {'batch_size': 150, 'drug_hidden': 64, 'protein_hidden': 32, 'dropout': 0.3, 'is_attention': False, 'lr': 0.01, 'epochs': 50}. 
[I 2023-12-27 15:33:00,134] Trial 150 finished with values: [39632.78518652344, 43355.01873349472] and parameters: {'batch_size': 50, 'drug_hidden': 16, 'protein_hidden': 16, 'dropout': 0.3, 'is_attention': False, 'lr': 0.001, 'epochs': 100}. 
[I 2023-12-27 15:51:36,655] Trial 151 finished with values: [39756.9500078125, 43408.91532790493] and parameters: {'batch_size': 50, 'drug_hidden': 64, 'protein_hidden': 64, 'dropout': 0.2, 'is_attention': False, 'lr': 0.001, 'epochs': 100}. 
[I 2023-12-27 15:59:30,277] Trial 152 finished with values: [39910.556359936374, 43001.02303059896] and parameters: {'batch_size': 150, 'drug_hidden': 64, 'protein_hidden': 32, 'dropout': 0.2, 'is_attention': False, 'lr': 0.0001, 'epochs': 50}. 
[I 2023-12-27 16:16:24,983] Trial 153 finished with values: [39668.07350976562, 42900.03523877641] and parameters: {'batch_size': 50, 'drug_hidden': 64, 'protein_hidden': 16, 'dropout': 0.1, 'is_attention': False, 'lr': 0.0001, 'epochs': 100}. 
[I 2023-12-27 16:31:59,836] Trial 154 finished with values: [38864.827668880986, 42292.859700520836] and parameters: {'batch_size': 150, 'drug_hidden': 32, 'protein_hidden': 32, 'dropout': 0.1, 'is_attention': False, 'lr': 0.01, 'epochs': 100}. 
[I 2023-12-27 16:49:08,841] Trial 155 finished with values: [38711.80828125, 41284.88161892361] and parameters: {'batch_size': 100, 'drug_hidden': 64, 'protein_hidden': 64, 'dropout': 0.2, 'is_attention': False, 'lr': 0.001, 'epochs': 100}. 
[I 2023-12-27 17:05:54,742] Trial 156 finished with values: [39358.49334534057, 42704.62646484375] and parameters: {'batch_size': 150, 'drug_hidden': 32, 'protein_hidden': 64, 'dropout': 0.1, 'is_attention': False, 'lr': 0.01, 'epochs': 100}. 
[I 2023-12-27 17:24:35,878] Trial 157 finished with values: [39561.10984375, 43373.80614546655] and parameters: {'batch_size': 50, 'drug_hidden': 16, 'protein_hidden': 64, 'dropout': 0.1, 'is_attention': False, 'lr': 0.0001, 'epochs': 100}. 
[I 2023-12-27 17:33:20,475] Trial 158 finished with values: [40022.83456054688, 43627.150610695426] and parameters: {'batch_size': 50, 'drug_hidden': 64, 'protein_hidden': 16, 'dropout': 0.1, 'is_attention': True, 'lr': 0.01, 'epochs': 50}. 
[I 2023-12-27 17:50:02,570] Trial 159 finished with values: [38711.4504375, 41256.360460069445] and parameters: {'batch_size': 100, 'drug_hidden': 64, 'protein_hidden': 32, 'dropout': 0.2, 'is_attention': True, 'lr': 0.01, 'epochs': 100}. 
[I 2023-12-27 18:12:02,147] Trial 160 finished with values: [39187.925671875, 41915.65180121528] and parameters: {'batch_size': 100, 'drug_hidden': 64, 'protein_hidden': 32, 'dropout': 0.3, 'is_attention': True, 'lr': 0.01, 'epochs': 100}. 
[I 2023-12-27 18:29:30,591] Trial 161 finished with values: [38607.163375, 41354.445638020836] and parameters: {'batch_size': 100, 'drug_hidden': 64, 'protein_hidden': 64, 'dropout': 0.3, 'is_attention': True, 'lr': 0.01, 'epochs': 100}. 
[I 2023-12-27 18:37:20,122] Trial 162 finished with values: [39608.901515625, 42280.12472873264] and parameters: {'batch_size': 100, 'drug_hidden': 32, 'protein_hidden': 16, 'dropout': 0.1, 'is_attention': False, 'lr': 0.001, 'epochs': 50}. 
[I 2023-12-27 18:53:56,272] Trial 163 finished with values: [41385.06775121632, 45275.58544921875] and parameters: {'batch_size': 150, 'drug_hidden': 64, 'protein_hidden': 64, 'dropout': 0.3, 'is_attention': True, 'lr': 0.01, 'epochs': 100}. 
[I 2023-12-27 19:09:19,348] Trial 164 finished with values: [37726.21321809506, 42493.906005859375] and parameters: {'batch_size': 150, 'drug_hidden': 64, 'protein_hidden': 32, 'dropout': 0.2, 'is_attention': True, 'lr': 0.001, 'epochs': 100}. 
[I 2023-12-27 19:26:22,768] Trial 165 finished with values: [38781.8270390625, 41396.98904079861] and parameters: {'batch_size': 100, 'drug_hidden': 64, 'protein_hidden': 64, 'dropout': 0.3, 'is_attention': False, 'lr': 0.001, 'epochs': 100}. 
[I 2023-12-27 19:33:59,840] Trial 166 finished with values: [43130.006303798655, 47153.66219075521] and parameters: {'batch_size': 150, 'drug_hidden': 32, 'protein_hidden': 16, 'dropout': 0.2, 'is_attention': False, 'lr': 0.0001, 'epochs': 50}. 
[I 2023-12-27 19:41:52,295] Trial 167 finished with values: [39338.83275636227, 44323.1513671875] and parameters: {'batch_size': 150, 'drug_hidden': 64, 'protein_hidden': 32, 'dropout': 0.1, 'is_attention': True, 'lr': 0.01, 'epochs': 50}. 
[I 2023-12-27 19:58:29,744] Trial 168 finished with values: [38960.861784244014, 42281.65909830729] and parameters: {'batch_size': 150, 'drug_hidden': 32, 'protein_hidden': 64, 'dropout': 0.3, 'is_attention': False, 'lr': 0.001, 'epochs': 100}. 
[I 2023-12-27 20:13:24,615] Trial 169 finished with values: [39387.13497614147, 42511.688151041664] and parameters: {'batch_size': 150, 'drug_hidden': 32, 'protein_hidden': 16, 'dropout': 0.2, 'is_attention': False, 'lr': 0.0001, 'epochs': 100}. 
[I 2023-12-27 20:29:17,740] Trial 170 finished with values: [38827.535546875, 41486.314127604164] and parameters: {'batch_size': 100, 'drug_hidden': 64, 'protein_hidden': 32, 'dropout': 0.2, 'is_attention': True, 'lr': 0.001, 'epochs': 100}. 
[I 2023-12-27 20:45:47,925] Trial 171 finished with values: [38717.85634590195, 43410.10164388021] and parameters: {'batch_size': 150, 'drug_hidden': 64, 'protein_hidden': 64, 'dropout': 0.3, 'is_attention': False, 'lr': 0.001, 'epochs': 100}. 
[I 2023-12-27 21:08:03,662] Trial 172 finished with values: [38941.38673044536, 42215.968587239586] and parameters: {'batch_size': 150, 'drug_hidden': 32, 'protein_hidden': 64, 'dropout': 0.1, 'is_attention': False, 'lr': 0.01, 'epochs': 100}. 
[I 2023-12-27 21:16:00,611] Trial 173 finished with values: [39758.07796126497, 44842.19718424479] and parameters: {'batch_size': 150, 'drug_hidden': 64, 'protein_hidden': 16, 'dropout': 0.3, 'is_attention': False, 'lr': 0.001, 'epochs': 50}. 
[I 2023-12-27 21:32:32,656] Trial 174 finished with values: [38815.59571482036, 41741.799641927086] and parameters: {'batch_size': 150, 'drug_hidden': 64, 'protein_hidden': 64, 'dropout': 0.1, 'is_attention': False, 'lr': 0.01, 'epochs': 100}. 
[I 2023-12-27 21:49:33,173] Trial 175 finished with values: [39176.76, 42208.055013020836] and parameters: {'batch_size': 100, 'drug_hidden': 32, 'protein_hidden': 64, 'dropout': 0.3, 'is_attention': False, 'lr': 0.01, 'epochs': 100}. 
[I 2023-12-27 21:58:13,618] Trial 176 finished with values: [42818.1866015625, 47246.38986545139] and parameters: {'batch_size': 100, 'drug_hidden': 32, 'protein_hidden': 64, 'dropout': 0.1, 'is_attention': False, 'lr': 0.01, 'epochs': 50}. 
[I 2023-12-27 22:14:54,946] Trial 177 finished with values: [38649.767297436374, 41749.42976888021] and parameters: {'batch_size': 150, 'drug_hidden': 32, 'protein_hidden': 64, 'dropout': 0.1, 'is_attention': True, 'lr': 0.01, 'epochs': 100}. 
[I 2023-12-27 22:29:55,653] Trial 178 finished with values: [38885.96408355165, 42621.423828125] and parameters: {'batch_size': 150, 'drug_hidden': 32, 'protein_hidden': 16, 'dropout': 0.3, 'is_attention': True, 'lr': 0.0001, 'epochs': 100}. 
[I 2023-12-27 22:46:42,695] Trial 179 finished with values: [39892.329633701345, 43482.018717447914] and parameters: {'batch_size': 150, 'drug_hidden': 64, 'protein_hidden': 64, 'dropout': 0.1, 'is_attention': True, 'lr': 0.001, 'epochs': 100}. 
[I 2023-12-27 22:48:45,005] Trial 180 finished with values: [44434.7534609375, 48550.05034722222] and parameters: {'batch_size': 100, 'drug_hidden': 64, 'protein_hidden': 64, 'dropout': 0.1, 'is_attention': False, 'lr': 0.0001, 'epochs': 10}. 
[I 2023-12-27 23:06:23,543] Trial 181 finished with values: [39173.33771875, 41847.345540364586] and parameters: {'batch_size': 100, 'drug_hidden': 64, 'protein_hidden': 64, 'dropout': 0.2, 'is_attention': True, 'lr': 0.001, 'epochs': 100}. 
[I 2023-12-27 23:22:27,408] Trial 182 finished with values: [38762.00287705838, 42417.74357096354] and parameters: {'batch_size': 150, 'drug_hidden': 32, 'protein_hidden': 32, 'dropout': 0.2, 'is_attention': False, 'lr': 0.01, 'epochs': 100}. 
[I 2023-12-27 23:38:15,468] Trial 183 finished with values: [41745.96401337949, 45603.4619140625] and parameters: {'batch_size': 150, 'drug_hidden': 32, 'protein_hidden': 32, 'dropout': 0.1, 'is_attention': False, 'lr': 0.0001, 'epochs': 100}. 
[I 2023-12-28 00:01:21,177] Trial 184 finished with values: [38818.36241579341, 41998.111002604164] and parameters: {'batch_size': 150, 'drug_hidden': 16, 'protein_hidden': 64, 'dropout': 0.1, 'is_attention': True, 'lr': 0.01, 'epochs': 100}. 
[I 2023-12-28 00:19:21,470] Trial 185 finished with values: [39109.9252265625, 42048.17258029514] and parameters: {'batch_size': 100, 'drug_hidden': 64, 'protein_hidden': 64, 'dropout': 0.2, 'is_attention': False, 'lr': 0.01, 'epochs': 100}. 
[I 2023-12-28 00:35:29,890] Trial 186 finished with values: [38851.8421796875, 41480.38015407986] and parameters: {'batch_size': 100, 'drug_hidden': 64, 'protein_hidden': 32, 'dropout': 0.1, 'is_attention': False, 'lr': 0.0001, 'epochs': 100}. 
[I 2023-12-28 00:43:10,930] Trial 187 finished with values: [39657.35286068488, 43079.203776041664] and parameters: {'batch_size': 150, 'drug_hidden': 64, 'protein_hidden': 16, 'dropout': 0.2, 'is_attention': False, 'lr': 0.0001, 'epochs': 50}. 
[I 2023-12-28 00:51:43,898] Trial 188 finished with values: [40618.88641467066, 43979.316731770836] and parameters: {'batch_size': 150, 'drug_hidden': 32, 'protein_hidden': 64, 'dropout': 0.3, 'is_attention': False, 'lr': 0.001, 'epochs': 50}. 
[I 2023-12-28 01:07:13,698] Trial 189 finished with values: [44867.70230632485, 49286.70458984375] and parameters: {'batch_size': 150, 'drug_hidden': 16, 'protein_hidden': 32, 'dropout': 0.1, 'is_attention': False, 'lr': 0.001, 'epochs': 100}. 
[I 2023-12-28 01:22:41,154] Trial 190 finished with values: [44812.07534150449, 49258.003580729164] and parameters: {'batch_size': 150, 'drug_hidden': 16, 'protein_hidden': 32, 'dropout': 0.2, 'is_attention': False, 'lr': 0.001, 'epochs': 100}. 
[I 2023-12-28 01:31:37,902] Trial 191 finished with values: [40194.76574707031, 43822.19129621479] and parameters: {'batch_size': 50, 'drug_hidden': 64, 'protein_hidden': 32, 'dropout': 0.2, 'is_attention': False, 'lr': 0.01, 'epochs': 50}. 
[I 2023-12-28 01:50:21,973] Trial 192 finished with values: [39012.450130859375, 42578.38017165493] and parameters: {'batch_size': 50, 'drug_hidden': 32, 'protein_hidden': 64, 'dropout': 0.3, 'is_attention': False, 'lr': 0.01, 'epochs': 100}. 
[I 2023-12-28 02:08:05,691] Trial 193 finished with values: [38637.013734375, 41388.721788194445] and parameters: {'batch_size': 100, 'drug_hidden': 32, 'protein_hidden': 64, 'dropout': 0.3, 'is_attention': False, 'lr': 0.0001, 'epochs': 100}. 
[I 2023-12-28 02:25:03,008] Trial 194 finished with values: [39086.968282185626, 42598.799153645836] and parameters: {'batch_size': 150, 'drug_hidden': 64, 'protein_hidden': 64, 'dropout': 0.1, 'is_attention': False, 'lr': 0.001, 'epochs': 100}. 
[I 2023-12-28 02:47:23,072] Trial 195 finished with values: [39288.566955931885, 42654.67618815104] and parameters: {'batch_size': 150, 'drug_hidden': 32, 'protein_hidden': 64, 'dropout': 0.3, 'is_attention': False, 'lr': 0.001, 'epochs': 100}. 
[I 2023-12-28 03:07:11,538] Trial 196 finished with values: [39698.43378515625, 42952.56756161972] and parameters: {'batch_size': 50, 'drug_hidden': 64, 'protein_hidden': 64, 'dropout': 0.1, 'is_attention': True, 'lr': 0.001, 'epochs': 100}. 
[I 2023-12-28 03:25:14,471] Trial 197 finished with values: [38706.0077540232, 42216.2744140625] and parameters: {'batch_size': 150, 'drug_hidden': 64, 'protein_hidden': 16, 'dropout': 0.3, 'is_attention': False, 'lr': 0.001, 'epochs': 100}. 
[I 2023-12-28 03:41:45,170] Trial 198 finished with values: [38803.05102685255, 41870.69295247396] and parameters: {'batch_size': 150, 'drug_hidden': 32, 'protein_hidden': 64, 'dropout': 0.1, 'is_attention': False, 'lr': 0.01, 'epochs': 100}. 
[I 2023-12-28 03:50:19,644] Trial 199 finished with values: [39906.9567154753, 43279.64412434896] and parameters: {'batch_size': 150, 'drug_hidden': 64, 'protein_hidden': 64, 'dropout': 0.3, 'is_attention': True, 'lr': 0.001, 'epochs': 50}. 
[I 2023-12-28 03:58:12,563] Trial 200 finished with values: [39825.17275, 43045.75265842014] and parameters: {'batch_size': 100, 'drug_hidden': 64, 'protein_hidden': 16, 'dropout': 0.1, 'is_attention': False, 'lr': 0.01, 'epochs': 50}. 
[I 2023-12-28 04:06:17,284] Trial 201 finished with values: [39975.44123081961, 42919.387451171875] and parameters: {'batch_size': 150, 'drug_hidden': 64, 'protein_hidden': 32, 'dropout': 0.1, 'is_attention': False, 'lr': 0.01, 'epochs': 50}. 
[I 2023-12-28 04:23:17,662] Trial 202 finished with values: [39041.2747578125, 41833.640625] and parameters: {'batch_size': 100, 'drug_hidden': 64, 'protein_hidden': 64, 'dropout': 0.2, 'is_attention': False, 'lr': 0.001, 'epochs': 100}. 
[I 2023-12-28 04:40:52,527] Trial 203 finished with values: [38505.388734375, 41550.954427083336] and parameters: {'batch_size': 100, 'drug_hidden': 64, 'protein_hidden': 64, 'dropout': 0.1, 'is_attention': True, 'lr': 0.001, 'epochs': 100}. 
[I 2023-12-28 04:55:56,539] Trial 204 finished with values: [38150.887981848806, 41785.834228515625] and parameters: {'batch_size': 150, 'drug_hidden': 64, 'protein_hidden': 16, 'dropout': 0.3, 'is_attention': False, 'lr': 0.0001, 'epochs': 100}. 
[I 2023-12-28 05:11:17,539] Trial 205 finished with values: [38842.7738984375, 41458.546875] and parameters: {'batch_size': 100, 'drug_hidden': 64, 'protein_hidden': 32, 'dropout': 0.1, 'is_attention': False, 'lr': 0.0001, 'epochs': 100}. 
[I 2023-12-28 05:25:51,366] Trial 206 finished with values: [38736.74217580464, 41502.57478841146] and parameters: {'batch_size': 150, 'drug_hidden': 64, 'protein_hidden': 16, 'dropout': 0.3, 'is_attention': True, 'lr': 0.0001, 'epochs': 100}. 
[I 2023-12-28 05:34:01,966] Trial 207 finished with values: [40098.94647034057, 43472.991861979164] and parameters: {'batch_size': 150, 'drug_hidden': 64, 'protein_hidden': 64, 'dropout': 0.1, 'is_attention': False, 'lr': 0.01, 'epochs': 50}. 
[I 2023-12-28 05:51:32,238] Trial 208 finished with values: [38970.147022361525, 41855.013020833336] and parameters: {'batch_size': 150, 'drug_hidden': 64, 'protein_hidden': 64, 'dropout': 0.1, 'is_attention': True, 'lr': 0.001, 'epochs': 100}. 
[I 2023-12-28 06:08:32,020] Trial 209 finished with values: [39253.05393899701, 42836.876627604164] and parameters: {'batch_size': 150, 'drug_hidden': 32, 'protein_hidden': 16, 'dropout': 0.3, 'is_attention': False, 'lr': 0.01, 'epochs': 100}. 
[I 2023-12-28 06:24:25,873] Trial 210 finished with values: [44878.15522080838, 49330.573893229164] and parameters: {'batch_size': 150, 'drug_hidden': 16, 'protein_hidden': 64, 'dropout': 0.3, 'is_attention': True, 'lr': 0.01, 'epochs': 100}. 
[I 2023-12-28 06:38:32,992] Trial 211 finished with values: [42081.60955043039, 45984.688802083336] and parameters: {'batch_size': 150, 'drug_hidden': 16, 'protein_hidden': 16, 'dropout': 0.3, 'is_attention': True, 'lr': 0.0001, 'epochs': 100}. 
[I 2023-12-28 06:52:30,931] Trial 212 finished with values: [38942.23570827096, 41929.849934895836] and parameters: {'batch_size': 150, 'drug_hidden': 64, 'protein_hidden': 16, 'dropout': 0.3, 'is_attention': False, 'lr': 0.001, 'epochs': 100}. 
[I 2023-12-28 06:54:12,545] Trial 213 finished with values: [45214.12634496632, 49023.90714518229] and parameters: {'batch_size': 150, 'drug_hidden': 32, 'protein_hidden': 16, 'dropout': 0.2, 'is_attention': False, 'lr': 0.0001, 'epochs': 10}. 
[I 2023-12-28 07:02:35,862] Trial 214 finished with values: [39669.9202890625, 42510.76421440972] and parameters: {'batch_size': 100, 'drug_hidden': 64, 'protein_hidden': 64, 'dropout': 0.2, 'is_attention': True, 'lr': 0.001, 'epochs': 50}. 
[I 2023-12-28 07:17:02,629] Trial 215 finished with values: [38881.39324476048, 41904.371907552086] and parameters: {'batch_size': 150, 'drug_hidden': 32, 'protein_hidden': 16, 'dropout': 0.2, 'is_attention': True, 'lr': 0.001, 'epochs': 100}. 
