[I 2023-12-26 14:01:23,877] Using an existing study with name 'GATv2Conv' instead of creating a new one.
/home/kuangr/inoue019/.conda/envs/py39/lib/python3.9/site-packages/torch_geometric/deprecation.py:22: UserWarning: 'data.DataLoader' is deprecated, use 'loader.DataLoader' instead
  warnings.warn(out)
[I 2023-12-26 14:12:05,591] Trial 4 finished with values: [38183.85492382813, 42393.16805127641] and parameters: {'batch_size': 50, 'drug_hidden': 32, 'protein_hidden': 64, 'dropout': 0.1, 'is_attention': True, 'lr': 0.001, 'epochs': 10}. 
[I 2023-12-27 13:56:53,195] Trial 110 finished with values: [38596.22425195313, 42067.22356404049] and parameters: {'batch_size': 50, 'drug_hidden': 16, 'protein_hidden': 64, 'dropout': 0.1, 'is_attention': True, 'lr': 0.001, 'epochs': 100}. 
[I 2023-12-27 14:07:41,699] Trial 111 finished with values: [39248.243742982784, 41868.265462239586] and parameters: {'batch_size': 150, 'drug_hidden': 32, 'protein_hidden': 16, 'dropout': 0.3, 'is_attention': True, 'lr': 0.001, 'epochs': 50}. 
[I 2023-12-27 14:19:11,817] Trial 112 finished with values: [37251.64848428144, 40469.909342447914] and parameters: {'batch_size': 150, 'drug_hidden': 64, 'protein_hidden': 32, 'dropout': 0.2, 'is_attention': True, 'lr': 0.01, 'epochs': 50}. 
[I 2023-12-27 14:30:08,063] Trial 113 finished with values: [37536.338875, 40727.06488715278] and parameters: {'batch_size': 100, 'drug_hidden': 64, 'protein_hidden': 16, 'dropout': 0.2, 'is_attention': True, 'lr': 0.01, 'epochs': 50}. 
[I 2023-12-27 14:40:48,528] Trial 114 finished with values: [37886.5780665232, 41320.10359700521] and parameters: {'batch_size': 150, 'drug_hidden': 16, 'protein_hidden': 16, 'dropout': 0.3, 'is_attention': False, 'lr': 0.01, 'epochs': 50}. 
[I 2023-12-27 15:01:43,235] Trial 115 finished with values: [37868.31158776198, 41312.833984375] and parameters: {'batch_size': 150, 'drug_hidden': 16, 'protein_hidden': 16, 'dropout': 0.2, 'is_attention': False, 'lr': 0.01, 'epochs': 100}. 
[I 2023-12-27 15:05:06,692] Trial 116 finished with values: [38093.8962421875, 41426.624186197914] and parameters: {'batch_size': 100, 'drug_hidden': 64, 'protein_hidden': 64, 'dropout': 0.1, 'is_attention': False, 'lr': 0.001, 'epochs': 10}. 
[I 2023-12-27 15:15:46,543] Trial 117 finished with values: [44142.08879116766, 47713.547526041664] and parameters: {'batch_size': 150, 'drug_hidden': 32, 'protein_hidden': 16, 'dropout': 0.2, 'is_attention': True, 'lr': 0.01, 'epochs': 50}. 
[I 2023-12-27 15:36:41,755] Trial 118 finished with values: [38434.981965755986, 42710.44571940104] and parameters: {'batch_size': 150, 'drug_hidden': 64, 'protein_hidden': 16, 'dropout': 0.2, 'is_attention': False, 'lr': 0.0001, 'epochs': 100}. 
[I 2023-12-27 15:39:04,705] Trial 119 finished with values: [38637.628496912424, 41645.5166015625] and parameters: {'batch_size': 150, 'drug_hidden': 16, 'protein_hidden': 16, 'dropout': 0.3, 'is_attention': True, 'lr': 0.001, 'epochs': 10}. 
[I 2023-12-27 15:52:32,748] Trial 120 finished with values: [38172.1141640625, 41420.666341145836] and parameters: {'batch_size': 100, 'drug_hidden': 16, 'protein_hidden': 64, 'dropout': 0.2, 'is_attention': True, 'lr': 0.001, 'epochs': 50}. 
[I 2023-12-27 16:14:04,764] Trial 121 finished with values: [38992.690703125, 42496.105088975695] and parameters: {'batch_size': 100, 'drug_hidden': 32, 'protein_hidden': 16, 'dropout': 0.3, 'is_attention': False, 'lr': 0.0001, 'epochs': 100}. 
[I 2023-12-27 16:41:27,295] Trial 122 finished with values: [38761.781951721554, 42641.108235677086] and parameters: {'batch_size': 150, 'drug_hidden': 16, 'protein_hidden': 16, 'dropout': 0.2, 'is_attention': False, 'lr': 0.01, 'epochs': 100}. 
[I 2023-12-27 17:09:49,331] Trial 123 finished with values: [41178.10830273438, 44929.38329390405] and parameters: {'batch_size': 50, 'drug_hidden': 32, 'protein_hidden': 64, 'dropout': 0.3, 'is_attention': False, 'lr': 0.001, 'epochs': 100}. 
[I 2023-12-27 17:12:23,857] Trial 124 finished with values: [40558.2493515625, 44449.134657118055] and parameters: {'batch_size': 100, 'drug_hidden': 32, 'protein_hidden': 32, 'dropout': 0.2, 'is_attention': False, 'lr': 0.001, 'epochs': 10}. 
[I 2023-12-27 17:14:49,482] Trial 125 finished with values: [41612.4217578125, 45749.163899739586] and parameters: {'batch_size': 100, 'drug_hidden': 16, 'protein_hidden': 16, 'dropout': 0.2, 'is_attention': True, 'lr': 0.001, 'epochs': 10}. 
[I 2023-12-27 17:36:10,679] Trial 126 finished with values: [36950.8944140625, 39819.49679904514] and parameters: {'batch_size': 100, 'drug_hidden': 32, 'protein_hidden': 16, 'dropout': 0.1, 'is_attention': False, 'lr': 0.01, 'epochs': 100}. 
[I 2023-12-27 17:39:16,620] Trial 127 finished with values: [40378.04796484375, 44033.263836927814] and parameters: {'batch_size': 50, 'drug_hidden': 32, 'protein_hidden': 64, 'dropout': 0.1, 'is_attention': False, 'lr': 0.01, 'epochs': 10}. 
[I 2023-12-27 18:05:07,107] Trial 128 finished with values: [37296.126684131734, 40788.16023763021] and parameters: {'batch_size': 150, 'drug_hidden': 64, 'protein_hidden': 64, 'dropout': 0.1, 'is_attention': False, 'lr': 0.01, 'epochs': 100}. 
[I 2023-12-27 18:26:51,831] Trial 129 finished with values: [36744.49117000374, 40029.38240559896] and parameters: {'batch_size': 150, 'drug_hidden': 16, 'protein_hidden': 16, 'dropout': 0.2, 'is_attention': False, 'lr': 0.01, 'epochs': 100}. 
[I 2023-12-27 18:48:48,080] Trial 130 finished with values: [37881.303609375, 40851.86083984375] and parameters: {'batch_size': 100, 'drug_hidden': 32, 'protein_hidden': 16, 'dropout': 0.1, 'is_attention': True, 'lr': 0.01, 'epochs': 100}. 
[I 2023-12-27 19:02:26,590] Trial 131 finished with values: [37410.6130390625, 40391.49734157986] and parameters: {'batch_size': 100, 'drug_hidden': 32, 'protein_hidden': 64, 'dropout': 0.2, 'is_attention': False, 'lr': 0.01, 'epochs': 50}. 
[I 2023-12-27 19:21:41,725] Trial 132 finished with values: [37585.376859375, 40759.18527178697] and parameters: {'batch_size': 50, 'drug_hidden': 16, 'protein_hidden': 32, 'dropout': 0.2, 'is_attention': True, 'lr': 0.001, 'epochs': 50}. 
[I 2023-12-27 19:33:41,785] Trial 133 finished with values: [37226.3552421875, 40094.967393663195] and parameters: {'batch_size': 100, 'drug_hidden': 32, 'protein_hidden': 32, 'dropout': 0.1, 'is_attention': True, 'lr': 0.0001, 'epochs': 50}. 
[I 2023-12-27 20:00:40,456] Trial 134 finished with values: [38527.4179921875, 41739.60894097222] and parameters: {'batch_size': 100, 'drug_hidden': 32, 'protein_hidden': 64, 'dropout': 0.1, 'is_attention': False, 'lr': 0.001, 'epochs': 100}. 
[I 2023-12-27 20:24:26,983] Trial 135 finished with values: [37825.384109375, 40734.49580490757] and parameters: {'batch_size': 50, 'drug_hidden': 32, 'protein_hidden': 16, 'dropout': 0.2, 'is_attention': False, 'lr': 0.01, 'epochs': 100}. 
[I 2023-12-27 20:53:34,950] Trial 136 finished with values: [41496.27805078125, 45423.67612511003] and parameters: {'batch_size': 50, 'drug_hidden': 32, 'protein_hidden': 64, 'dropout': 0.2, 'is_attention': False, 'lr': 0.01, 'epochs': 100}. 
[I 2023-12-27 20:56:58,460] Trial 137 finished with values: [43319.298559131734, 47527.549479166664] and parameters: {'batch_size': 150, 'drug_hidden': 64, 'protein_hidden': 64, 'dropout': 0.3, 'is_attention': False, 'lr': 0.001, 'epochs': 10}. 
[I 2023-12-27 21:08:12,323] Trial 138 finished with values: [37019.22675, 39899.48898654514] and parameters: {'batch_size': 100, 'drug_hidden': 16, 'protein_hidden': 16, 'dropout': 0.3, 'is_attention': True, 'lr': 0.01, 'epochs': 50}. 
[I 2023-12-27 21:37:15,608] Trial 139 finished with values: [38405.1645703125, 41283.71886003521] and parameters: {'batch_size': 50, 'drug_hidden': 64, 'protein_hidden': 64, 'dropout': 0.1, 'is_attention': False, 'lr': 0.001, 'epochs': 100}. 
[I 2023-12-27 22:06:33,991] Trial 140 finished with values: [39843.83806835937, 43224.321027728874] and parameters: {'batch_size': 50, 'drug_hidden': 16, 'protein_hidden': 64, 'dropout': 0.1, 'is_attention': True, 'lr': 0.01, 'epochs': 100}. 
[I 2023-12-27 22:37:39,709] Trial 141 finished with values: [36860.46266841317, 40222.810302734375] and parameters: {'batch_size': 150, 'drug_hidden': 16, 'protein_hidden': 64, 'dropout': 0.1, 'is_attention': True, 'lr': 0.01, 'epochs': 100}. 
[I 2023-12-27 22:54:04,562] Trial 142 finished with values: [37508.703359375, 40588.51128472222] and parameters: {'batch_size': 100, 'drug_hidden': 16, 'protein_hidden': 64, 'dropout': 0.1, 'is_attention': True, 'lr': 0.001, 'epochs': 50}. 
[I 2023-12-27 23:15:56,101] Trial 143 finished with values: [38243.1633515625, 41487.558919270836] and parameters: {'batch_size': 100, 'drug_hidden': 64, 'protein_hidden': 16, 'dropout': 0.3, 'is_attention': True, 'lr': 0.01, 'epochs': 100}. 
[I 2023-12-27 23:37:40,141] Trial 144 finished with values: [38400.361328125, 41810.832139756945] and parameters: {'batch_size': 100, 'drug_hidden': 32, 'protein_hidden': 16, 'dropout': 0.1, 'is_attention': True, 'lr': 0.001, 'epochs': 100}. 
[I 2023-12-27 23:59:15,035] Trial 145 finished with values: [42049.945815400446, 46377.121256510414] and parameters: {'batch_size': 150, 'drug_hidden': 16, 'protein_hidden': 16, 'dropout': 0.2, 'is_attention': False, 'lr': 0.01, 'epochs': 100}. 
[I 2023-12-28 00:21:01,483] Trial 146 finished with values: [37056.026140625, 40093.91872829861] and parameters: {'batch_size': 100, 'drug_hidden': 16, 'protein_hidden': 16, 'dropout': 0.2, 'is_attention': True, 'lr': 0.01, 'epochs': 100}. 
[I 2023-12-28 00:32:53,928] Trial 147 finished with values: [38826.04528710937, 42116.38348646567] and parameters: {'batch_size': 50, 'drug_hidden': 16, 'protein_hidden': 16, 'dropout': 0.2, 'is_attention': True, 'lr': 0.01, 'epochs': 50}. 
[I 2023-12-28 00:35:21,433] Trial 148 finished with values: [38047.6136015625, 41320.144368489586] and parameters: {'batch_size': 100, 'drug_hidden': 32, 'protein_hidden': 16, 'dropout': 0.2, 'is_attention': False, 'lr': 0.001, 'epochs': 10}. 
[I 2023-12-28 00:48:47,165] Trial 149 finished with values: [38018.8955625, 41377.40407986111] and parameters: {'batch_size': 100, 'drug_hidden': 64, 'protein_hidden': 64, 'dropout': 0.2, 'is_attention': False, 'lr': 0.01, 'epochs': 50}. 
[I 2023-12-28 01:16:55,107] Trial 150 finished with values: [39774.448484375, 43522.96137152778] and parameters: {'batch_size': 100, 'drug_hidden': 32, 'protein_hidden': 64, 'dropout': 0.2, 'is_attention': False, 'lr': 0.001, 'epochs': 100}. 
[I 2023-12-28 01:29:38,481] Trial 151 finished with values: [37840.182609375, 41195.960015955105] and parameters: {'batch_size': 50, 'drug_hidden': 64, 'protein_hidden': 32, 'dropout': 0.3, 'is_attention': False, 'lr': 0.001, 'epochs': 50}. 
[I 2023-12-28 01:45:35,116] Trial 152 finished with values: [37817.47468359375, 40862.65744357639] and parameters: {'batch_size': 100, 'drug_hidden': 16, 'protein_hidden': 32, 'dropout': 0.3, 'is_attention': True, 'lr': 0.01, 'epochs': 50}. 
[I 2023-12-28 02:13:57,937] Trial 153 finished with values: [42403.7854453125, 46386.11314370599] and parameters: {'batch_size': 50, 'drug_hidden': 32, 'protein_hidden': 64, 'dropout': 0.2, 'is_attention': False, 'lr': 0.01, 'epochs': 100}. 
[I 2023-12-28 02:24:40,756] Trial 154 finished with values: [37334.173348615266, 40281.25382486979] and parameters: {'batch_size': 150, 'drug_hidden': 16, 'protein_hidden': 16, 'dropout': 0.2, 'is_attention': False, 'lr': 0.01, 'epochs': 50}. 
[I 2023-12-28 02:54:30,987] Trial 155 finished with values: [38524.5313046875, 41606.73716714349] and parameters: {'batch_size': 50, 'drug_hidden': 32, 'protein_hidden': 64, 'dropout': 0.1, 'is_attention': False, 'lr': 0.01, 'epochs': 100}. 
[I 2023-12-28 03:20:00,932] Trial 156 finished with values: [37612.321890625, 40787.52077907986] and parameters: {'batch_size': 100, 'drug_hidden': 16, 'protein_hidden': 16, 'dropout': 0.2, 'is_attention': True, 'lr': 0.0001, 'epochs': 100}. 
[I 2023-12-28 03:41:41,358] Trial 157 finished with values: [37871.4373046875, 39931.62353515625] and parameters: {'batch_size': 100, 'drug_hidden': 16, 'protein_hidden': 16, 'dropout': 0.2, 'is_attention': False, 'lr': 0.01, 'epochs': 100}. 
[I 2023-12-28 04:04:13,233] Trial 158 finished with values: [38734.7432421875, 42429.98562282986] and parameters: {'batch_size': 100, 'drug_hidden': 32, 'protein_hidden': 16, 'dropout': 0.2, 'is_attention': True, 'lr': 0.001, 'epochs': 100}. 
[I 2023-12-28 04:29:50,368] Trial 159 finished with values: [36924.34085546875, 40208.14564535651] and parameters: {'batch_size': 50, 'drug_hidden': 32, 'protein_hidden': 32, 'dropout': 0.2, 'is_attention': False, 'lr': 0.001, 'epochs': 100}. 
[I 2023-12-28 04:55:30,658] Trial 160 finished with values: [36714.536676646705, 39929.95556640625] and parameters: {'batch_size': 150, 'drug_hidden': 64, 'protein_hidden': 32, 'dropout': 0.2, 'is_attention': False, 'lr': 0.01, 'epochs': 100}. 
[I 2023-12-28 05:16:37,486] Trial 161 finished with values: [38991.103106287424, 42866.4521484375] and parameters: {'batch_size': 150, 'drug_hidden': 64, 'protein_hidden': 16, 'dropout': 0.2, 'is_attention': True, 'lr': 0.001, 'epochs': 100}. 
[I 2023-12-28 05:19:36,319] Trial 162 finished with values: [38544.590015625, 41873.169325086805] and parameters: {'batch_size': 100, 'drug_hidden': 64, 'protein_hidden': 64, 'dropout': 0.2, 'is_attention': False, 'lr': 0.01, 'epochs': 10}. 
[I 2023-12-28 05:40:39,176] Trial 163 finished with values: [41800.846112462576, 46041.77726236979] and parameters: {'batch_size': 150, 'drug_hidden': 16, 'protein_hidden': 16, 'dropout': 0.2, 'is_attention': False, 'lr': 0.01, 'epochs': 100}. 
[I 2023-12-28 06:06:04,245] Trial 164 finished with values: [39892.0848671875, 43909.99636501736] and parameters: {'batch_size': 100, 'drug_hidden': 32, 'protein_hidden': 32, 'dropout': 0.2, 'is_attention': False, 'lr': 0.01, 'epochs': 100}. 
[I 2023-12-28 06:17:39,036] Trial 165 finished with values: [38782.9361784244, 41503.47412109375] and parameters: {'batch_size': 150, 'drug_hidden': 64, 'protein_hidden': 32, 'dropout': 0.1, 'is_attention': True, 'lr': 0.001, 'epochs': 50}. 
[I 2023-12-28 06:41:00,483] Trial 166 finished with values: [39759.2470859375, 43222.16427951389] and parameters: {'batch_size': 100, 'drug_hidden': 32, 'protein_hidden': 32, 'dropout': 0.2, 'is_attention': True, 'lr': 0.01, 'epochs': 100}. 
[I 2023-12-28 06:55:09,508] Trial 167 finished with values: [38550.731907279194, 41388.414794921875] and parameters: {'batch_size': 150, 'drug_hidden': 16, 'protein_hidden': 64, 'dropout': 0.2, 'is_attention': False, 'lr': 0.01, 'epochs': 50}. 
[I 2023-12-28 07:10:17,413] Trial 168 finished with values: [38839.55949609375, 41755.89089626736] and parameters: {'batch_size': 100, 'drug_hidden': 16, 'protein_hidden': 32, 'dropout': 0.2, 'is_attention': True, 'lr': 0.01, 'epochs': 50}. 
[I 2023-12-28 07:27:02,320] Trial 169 finished with values: [37842.9950294723, 41325.045166015625] and parameters: {'batch_size': 150, 'drug_hidden': 64, 'protein_hidden': 64, 'dropout': 0.2, 'is_attention': False, 'lr': 0.01, 'epochs': 50}. 
[I 2023-12-28 07:50:35,463] Trial 170 finished with values: [37912.84265625, 41242.878255208336] and parameters: {'batch_size': 100, 'drug_hidden': 32, 'protein_hidden': 32, 'dropout': 0.1, 'is_attention': True, 'lr': 0.001, 'epochs': 100}. 
[I 2023-12-28 08:12:18,174] Trial 171 finished with values: [37203.4717734375, 40452.006998697914] and parameters: {'batch_size': 100, 'drug_hidden': 32, 'protein_hidden': 16, 'dropout': 0.1, 'is_attention': True, 'lr': 0.01, 'epochs': 100}. 
[I 2023-12-28 08:23:20,125] Trial 172 finished with values: [37523.4680390625, 40755.81684027778] and parameters: {'batch_size': 100, 'drug_hidden': 64, 'protein_hidden': 16, 'dropout': 0.3, 'is_attention': True, 'lr': 0.01, 'epochs': 50}. 
[I 2023-12-28 08:47:11,903] Trial 173 finished with values: [36846.15590625, 39739.32883029514] and parameters: {'batch_size': 100, 'drug_hidden': 64, 'protein_hidden': 16, 'dropout': 0.2, 'is_attention': False, 'lr': 0.0001, 'epochs': 100}. 
[I 2023-12-28 08:50:08,928] Trial 174 finished with values: [39405.9608828125, 42407.93212890625] and parameters: {'batch_size': 100, 'drug_hidden': 64, 'protein_hidden': 64, 'dropout': 0.1, 'is_attention': True, 'lr': 0.01, 'epochs': 10}. 
[I 2023-12-28 09:01:08,327] Trial 175 finished with values: [38685.4293203125, 41999.17719184028] and parameters: {'batch_size': 100, 'drug_hidden': 16, 'protein_hidden': 16, 'dropout': 0.3, 'is_attention': True, 'lr': 0.01, 'epochs': 50}. 
[I 2023-12-28 09:11:51,036] Trial 176 finished with values: [37656.58460422904, 40827.66316731771] and parameters: {'batch_size': 150, 'drug_hidden': 32, 'protein_hidden': 16, 'dropout': 0.1, 'is_attention': False, 'lr': 0.001, 'epochs': 50}. 
[I 2023-12-28 09:37:59,430] Trial 177 finished with values: [37188.46552208084, 40684.656005859375] and parameters: {'batch_size': 150, 'drug_hidden': 16, 'protein_hidden': 64, 'dropout': 0.2, 'is_attention': False, 'lr': 0.01, 'epochs': 100}. 
[I 2023-12-28 10:07:00,666] Trial 178 finished with values: [37291.25401150823, 40294.700927734375] and parameters: {'batch_size': 150, 'drug_hidden': 64, 'protein_hidden': 64, 'dropout': 0.1, 'is_attention': True, 'lr': 0.001, 'epochs': 100}. 
[I 2023-12-28 10:35:13,880] Trial 179 finished with values: [37349.508514221554, 40563.414794921875] and parameters: {'batch_size': 150, 'drug_hidden': 32, 'protein_hidden': 32, 'dropout': 0.1, 'is_attention': False, 'lr': 0.01, 'epochs': 100}. 
[I 2023-12-28 11:03:19,722] Trial 180 finished with values: [38510.03299260853, 42181.105712890625] and parameters: {'batch_size': 150, 'drug_hidden': 16, 'protein_hidden': 64, 'dropout': 0.1, 'is_attention': True, 'lr': 0.001, 'epochs': 100}. 
[I 2023-12-28 11:26:17,284] Trial 181 finished with values: [36901.48403583458, 40152.466552734375] and parameters: {'batch_size': 150, 'drug_hidden': 16, 'protein_hidden': 32, 'dropout': 0.2, 'is_attention': False, 'lr': 0.0001, 'epochs': 100}. 
[I 2023-12-28 11:38:12,858] Trial 182 finished with values: [38579.4590428518, 41981.10831705729] and parameters: {'batch_size': 150, 'drug_hidden': 64, 'protein_hidden': 32, 'dropout': 0.3, 'is_attention': True, 'lr': 0.01, 'epochs': 50}. 
[I 2023-12-28 11:49:22,300] Trial 183 finished with values: [37637.8453203125, 40576.406629774305] and parameters: {'batch_size': 100, 'drug_hidden': 16, 'protein_hidden': 16, 'dropout': 0.2, 'is_attention': True, 'lr': 0.01, 'epochs': 50}. 
[I 2023-12-28 12:10:31,060] Trial 184 finished with values: [37426.65368871632, 40698.163736979164] and parameters: {'batch_size': 150, 'drug_hidden': 16, 'protein_hidden': 16, 'dropout': 0.2, 'is_attention': True, 'lr': 0.01, 'epochs': 100}. 
[I 2023-12-28 12:33:14,267] Trial 185 finished with values: [37020.28239614521, 40028.765787760414] and parameters: {'batch_size': 150, 'drug_hidden': 32, 'protein_hidden': 32, 'dropout': 0.2, 'is_attention': False, 'lr': 0.01, 'epochs': 100}. 
[I 2023-12-28 13:00:22,768] Trial 186 finished with values: [37245.93449609375, 40406.96847873264] and parameters: {'batch_size': 100, 'drug_hidden': 32, 'protein_hidden': 64, 'dropout': 0.2, 'is_attention': False, 'lr': 0.001, 'epochs': 100}. 
[I 2023-12-28 13:14:42,665] Trial 187 finished with values: [40590.48159375, 43058.95822482639] and parameters: {'batch_size': 100, 'drug_hidden': 16, 'protein_hidden': 16, 'dropout': 0.1, 'is_attention': False, 'lr': 0.001, 'epochs': 50}. 
[I 2023-12-28 13:41:27,105] Trial 188 finished with values: [37982.292515625, 40866.58273654514] and parameters: {'batch_size': 100, 'drug_hidden': 16, 'protein_hidden': 64, 'dropout': 0.2, 'is_attention': True, 'lr': 0.01, 'epochs': 100}. 
[I 2023-12-28 14:05:57,530] Trial 189 finished with values: [38315.949513671876, 41731.26605138645] and parameters: {'batch_size': 50, 'drug_hidden': 32, 'protein_hidden': 16, 'dropout': 0.2, 'is_attention': False, 'lr': 0.01, 'epochs': 100}. 
[I 2023-12-28 14:29:53,005] Trial 190 finished with values: [41434.2561015625, 43688.539659288195] and parameters: {'batch_size': 100, 'drug_hidden': 64, 'protein_hidden': 32, 'dropout': 0.3, 'is_attention': False, 'lr': 0.001, 'epochs': 100}. 
[I 2023-12-28 14:53:06,167] Trial 191 finished with values: [37419.294208458086, 40700.1640625] and parameters: {'batch_size': 150, 'drug_hidden': 32, 'protein_hidden': 16, 'dropout': 0.1, 'is_attention': False, 'lr': 0.01, 'epochs': 100}. 
[I 2023-12-28 14:58:45,587] Trial 192 finished with values: [37857.262970153446, 41105.74959309896] and parameters: {'batch_size': 150, 'drug_hidden': 32, 'protein_hidden': 32, 'dropout': 0.1, 'is_attention': False, 'lr': 0.001, 'epochs': 10}. 
[I 2023-12-28 15:09:41,507] Trial 193 finished with values: [38166.97193359375, 41657.61355251736] and parameters: {'batch_size': 100, 'drug_hidden': 16, 'protein_hidden': 16, 'dropout': 0.2, 'is_attention': False, 'lr': 0.01, 'epochs': 50}. 
[I 2023-12-28 15:35:58,528] Trial 194 finished with values: [37159.45520677395, 40176.917643229164] and parameters: {'batch_size': 150, 'drug_hidden': 32, 'protein_hidden': 64, 'dropout': 0.2, 'is_attention': True, 'lr': 0.01, 'epochs': 100}. 
[I 2023-12-28 15:57:08,729] Trial 195 finished with values: [37315.1234211265, 40521.314453125] and parameters: {'batch_size': 150, 'drug_hidden': 64, 'protein_hidden': 16, 'dropout': 0.2, 'is_attention': True, 'lr': 0.01, 'epochs': 100}. 
[I 2023-12-28 16:32:01,623] Trial 196 finished with values: [43737.16036425781, 48286.119965889084] and parameters: {'batch_size': 50, 'drug_hidden': 32, 'protein_hidden': 64, 'dropout': 0.1, 'is_attention': False, 'lr': 0.0001, 'epochs': 100}. 
[I 2023-12-28 16:53:48,388] Trial 197 finished with values: [37290.3113515625, 40389.82866753472] and parameters: {'batch_size': 100, 'drug_hidden': 32, 'protein_hidden': 16, 'dropout': 0.2, 'is_attention': False, 'lr': 0.001, 'epochs': 100}. 
[I 2023-12-28 17:07:02,271] Trial 198 finished with values: [37746.83756315494, 41423.055338541664] and parameters: {'batch_size': 150, 'drug_hidden': 32, 'protein_hidden': 16, 'dropout': 0.1, 'is_attention': True, 'lr': 0.01, 'epochs': 50}. 
[I 2023-12-28 17:17:50,167] Trial 199 finished with values: [37492.022174401194, 40659.52579752604] and parameters: {'batch_size': 150, 'drug_hidden': 64, 'protein_hidden': 16, 'dropout': 0.2, 'is_attention': True, 'lr': 0.01, 'epochs': 50}. 
[I 2023-12-28 17:41:11,212] Trial 200 finished with values: [39849.7096796875, 42546.25146484375] and parameters: {'batch_size': 100, 'drug_hidden': 32, 'protein_hidden': 16, 'dropout': 0.1, 'is_attention': True, 'lr': 0.01, 'epochs': 100}. 
[I 2023-12-28 18:10:03,475] Trial 201 finished with values: [36969.306171875, 39660.741861979164] and parameters: {'batch_size': 100, 'drug_hidden': 16, 'protein_hidden': 16, 'dropout': 0.1, 'is_attention': True, 'lr': 0.0001, 'epochs': 50}. 
[I 2023-12-28 18:23:22,269] Trial 202 finished with values: [39104.0321796875, 42147.89447699653] and parameters: {'batch_size': 100, 'drug_hidden': 16, 'protein_hidden': 16, 'dropout': 0.3, 'is_attention': True, 'lr': 0.01, 'epochs': 10}. 
[I 2023-12-28 18:34:10,805] Trial 203 finished with values: [38936.014104603295, 41953.17976888021] and parameters: {'batch_size': 150, 'drug_hidden': 64, 'protein_hidden': 16, 'dropout': 0.2, 'is_attention': False, 'lr': 0.0001, 'epochs': 50}. 
[I 2023-12-28 18:57:20,598] Trial 204 finished with values: [37514.25074850299, 41441.7685546875] and parameters: {'batch_size': 150, 'drug_hidden': 16, 'protein_hidden': 32, 'dropout': 0.2, 'is_attention': False, 'lr': 0.01, 'epochs': 100}. 
[I 2023-12-28 19:27:55,062] Trial 205 finished with values: [38277.454984375, 41951.54710882482] and parameters: {'batch_size': 50, 'drug_hidden': 32, 'protein_hidden': 32, 'dropout': 0.2, 'is_attention': False, 'lr': 0.001, 'epochs': 100}. 
[I 2023-12-28 19:47:13,354] Trial 206 finished with values: [36995.5439745509, 40283.28816731771] and parameters: {'batch_size': 150, 'drug_hidden': 64, 'protein_hidden': 32, 'dropout': 0.2, 'is_attention': True, 'lr': 0.01, 'epochs': 50}. 
[I 2023-12-28 20:10:24,754] Trial 207 finished with values: [37958.98846837575, 41550.550048828125] and parameters: {'batch_size': 150, 'drug_hidden': 32, 'protein_hidden': 32, 'dropout': 0.2, 'is_attention': False, 'lr': 0.01, 'epochs': 100}. 
[I 2023-12-28 20:31:44,403] Trial 208 finished with values: [37783.663477732036, 41422.452473958336] and parameters: {'batch_size': 150, 'drug_hidden': 32, 'protein_hidden': 16, 'dropout': 0.2, 'is_attention': True, 'lr': 0.01, 'epochs': 100}. 
[I 2023-12-28 20:56:47,863] Trial 209 finished with values: [36651.76716601563, 40129.72998734595] and parameters: {'batch_size': 50, 'drug_hidden': 32, 'protein_hidden': 32, 'dropout': 0.2, 'is_attention': False, 'lr': 0.001, 'epochs': 100}. 
[I 2023-12-28 21:10:20,398] Trial 210 finished with values: [37945.3501171875, 41431.43777126736] and parameters: {'batch_size': 100, 'drug_hidden': 16, 'protein_hidden': 64, 'dropout': 0.1, 'is_attention': True, 'lr': 0.001, 'epochs': 50}. 
[I 2023-12-28 21:31:58,593] Trial 211 finished with values: [38009.484609375, 41295.016710069445] and parameters: {'batch_size': 100, 'drug_hidden': 32, 'protein_hidden': 16, 'dropout': 0.2, 'is_attention': False, 'lr': 0.001, 'epochs': 100}. 
[I 2023-12-28 21:58:10,991] Trial 212 finished with values: [37494.774817552396, 40990.974365234375] and parameters: {'batch_size': 150, 'drug_hidden': 16, 'protein_hidden': 64, 'dropout': 0.1, 'is_attention': False, 'lr': 0.01, 'epochs': 100}. 
[I 2023-12-28 22:09:17,794] Trial 213 finished with values: [38459.2904375, 41312.629774305555] and parameters: {'batch_size': 100, 'drug_hidden': 16, 'protein_hidden': 16, 'dropout': 0.3, 'is_attention': True, 'lr': 0.01, 'epochs': 50}. 
[I 2023-12-28 22:33:06,597] Trial 214 finished with values: [36776.42259765625, 39726.830674913195] and parameters: {'batch_size': 100, 'drug_hidden': 64, 'protein_hidden': 16, 'dropout': 0.2, 'is_attention': False, 'lr': 0.001, 'epochs': 100}. 
[I 2023-12-28 23:00:43,855] Trial 215 finished with values: [37575.396953125, 41069.6015625] and parameters: {'batch_size': 100, 'drug_hidden': 32, 'protein_hidden': 16, 'dropout': 0.3, 'is_attention': True, 'lr': 0.01, 'epochs': 100}. 
[I 2023-12-28 23:18:53,132] Trial 216 finished with values: [37629.27720340569, 40653.156575520836] and parameters: {'batch_size': 150, 'drug_hidden': 16, 'protein_hidden': 16, 'dropout': 0.1, 'is_attention': True, 'lr': 0.001, 'epochs': 50}. 
