[I 2023-12-26 11:46:16,834] A new study created in RDB with name: cmap_GCNConv
/home/kuangr/inoue019/.conda/envs/py39/lib/python3.9/site-packages/torch_geometric/deprecation.py:22: UserWarning: 'data.DataLoader' is deprecated, use 'loader.DataLoader' instead
  warnings.warn(out)
[I 2023-12-26 13:28:02,190] Trial 0 finished with values: [15290.939334831191, 47166.53457141596] and parameters: {'batch_size': 10, 'drug_hidden': 64, 'protein_hidden': 64, 'dropout': 0.2, 'is_attention': False, 'lr': 0.0001, 'epochs': 100}. 
[I 2023-12-29 18:37:24,515] Trial 106 finished with values: [21617.395323179626, 32949.85733419069] and parameters: {'batch_size': 25, 'drug_hidden': 16, 'protein_hidden': 32, 'dropout': 0.1, 'is_attention': False, 'lr': 0.001, 'epochs': 50}. 
[I 2023-12-29 19:50:57,972] Trial 107 finished with values: [20244.23989296914, 34147.85944978956] and parameters: {'batch_size': 25, 'drug_hidden': 64, 'protein_hidden': 16, 'dropout': 0.3, 'is_attention': True, 'lr': 0.001, 'epochs': 100}. 
[I 2023-12-29 20:56:49,310] Trial 108 finished with values: [17909.579394946704, 37969.593607298084] and parameters: {'batch_size': 25, 'drug_hidden': 16, 'protein_hidden': 64, 'dropout': 0.1, 'is_attention': False, 'lr': 0.0001, 'epochs': 100}. 
[I 2023-12-29 22:00:28,334] Trial 109 finished with values: [22852.159060549806, 32116.342051331427] and parameters: {'batch_size': 25, 'drug_hidden': 64, 'protein_hidden': 16, 'dropout': 0.1, 'is_attention': True, 'lr': 0.01, 'epochs': 100}. 
[I 2023-12-29 23:07:38,398] Trial 110 finished with values: [20860.370442341755, 33374.506596095125] and parameters: {'batch_size': 25, 'drug_hidden': 16, 'protein_hidden': 16, 'dropout': 0.1, 'is_attention': False, 'lr': 0.001, 'epochs': 100}. 
[I 2023-12-29 23:38:33,087] Trial 111 finished with values: [20894.8697890625, 32183.86876925616] and parameters: {'batch_size': 50, 'drug_hidden': 32, 'protein_hidden': 64, 'dropout': 0.1, 'is_attention': True, 'lr': 0.0001, 'epochs': 50}. 
[I 2023-12-30 00:40:16,476] Trial 112 finished with values: [17246.758287217883, 37172.1508677308] and parameters: {'batch_size': 25, 'drug_hidden': 16, 'protein_hidden': 64, 'dropout': 0.3, 'is_attention': False, 'lr': 0.0001, 'epochs': 100}. 
[I 2023-12-30 00:47:21,432] Trial 113 finished with values: [27824.18318978158, 32576.25126196633] and parameters: {'batch_size': 25, 'drug_hidden': 64, 'protein_hidden': 32, 'dropout': 0.2, 'is_attention': False, 'lr': 0.001, 'epochs': 10}. 
[I 2023-12-30 01:57:43,944] Trial 114 finished with values: [19844.48336226852, 33528.61253937198] and parameters: {'batch_size': 25, 'drug_hidden': 32, 'protein_hidden': 32, 'dropout': 0.1, 'is_attention': False, 'lr': 0.001, 'epochs': 100}. 
[I 2023-12-30 02:59:02,959] Trial 115 finished with values: [21143.02683445164, 31451.87040946853] and parameters: {'batch_size': 25, 'drug_hidden': 32, 'protein_hidden': 16, 'dropout': 0.2, 'is_attention': False, 'lr': 0.001, 'epochs': 100}. 
[I 2023-12-30 03:30:02,501] Trial 116 finished with values: [19794.004000338227, 34685.85374644105] and parameters: {'batch_size': 25, 'drug_hidden': 32, 'protein_hidden': 64, 'dropout': 0.3, 'is_attention': False, 'lr': 0.01, 'epochs': 50}. 
[I 2023-12-30 03:39:16,091] Trial 117 finished with values: [26713.42839036238, 33934.11077087747] and parameters: {'batch_size': 10, 'drug_hidden': 32, 'protein_hidden': 64, 'dropout': 0.1, 'is_attention': False, 'lr': 0.01, 'epochs': 10}. 
[I 2023-12-30 04:55:57,607] Trial 118 finished with values: [14987.70445849717, 42042.09793435652] and parameters: {'batch_size': 10, 'drug_hidden': 32, 'protein_hidden': 64, 'dropout': 0.2, 'is_attention': False, 'lr': 0.0001, 'epochs': 100}. 
[I 2023-12-30 05:51:58,391] Trial 119 finished with values: [20717.270826171876, 31222.808841329224] and parameters: {'batch_size': 50, 'drug_hidden': 32, 'protein_hidden': 16, 'dropout': 0.2, 'is_attention': False, 'lr': 0.01, 'epochs': 100}. 
[I 2023-12-30 07:01:37,831] Trial 120 finished with values: [16776.04574965056, 34052.91526509948] and parameters: {'batch_size': 10, 'drug_hidden': 32, 'protein_hidden': 64, 'dropout': 0.2, 'is_attention': False, 'lr': 0.01, 'epochs': 100}. 
[I 2023-12-30 08:14:12,702] Trial 121 finished with values: [21278.563030315472, 32546.720359264964] and parameters: {'batch_size': 25, 'drug_hidden': 64, 'protein_hidden': 16, 'dropout': 0.1, 'is_attention': True, 'lr': 0.001, 'epochs': 100}. 
[I 2023-12-30 09:10:28,668] Trial 122 finished with values: [19116.307881347657, 34440.33614381602] and parameters: {'batch_size': 50, 'drug_hidden': 16, 'protein_hidden': 64, 'dropout': 0.2, 'is_attention': False, 'lr': 0.001, 'epochs': 100}. 
[I 2023-12-30 09:40:11,633] Trial 123 finished with values: [19551.23775973239, 37137.11937444982] and parameters: {'batch_size': 25, 'drug_hidden': 16, 'protein_hidden': 64, 'dropout': 0.1, 'is_attention': False, 'lr': 0.01, 'epochs': 50}. 
[I 2023-12-30 10:09:45,819] Trial 124 finished with values: [23576.29924529021, 31801.98567393128] and parameters: {'batch_size': 25, 'drug_hidden': 16, 'protein_hidden': 16, 'dropout': 0.2, 'is_attention': True, 'lr': 0.0001, 'epochs': 50}. 
[I 2023-12-30 10:49:21,550] Trial 125 finished with values: [20977.78414645114, 35056.274737720756] and parameters: {'batch_size': 25, 'drug_hidden': 32, 'protein_hidden': 64, 'dropout': 0.2, 'is_attention': True, 'lr': 0.001, 'epochs': 50}. 
[I 2023-12-30 11:43:14,388] Trial 126 finished with values: [22538.152678710936, 33156.71741582306] and parameters: {'batch_size': 50, 'drug_hidden': 16, 'protein_hidden': 16, 'dropout': 0.1, 'is_attention': True, 'lr': 0.001, 'epochs': 100}. 
slurmstepd: error: *** JOB 78093431 ON aga25 CANCELLED AT 2023-12-30T11:46:29 DUE TO TIME LIMIT ***
